Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Chapitre, Type, Conserver, Revoir,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Phil_U,Sev_Z,Notes
2178,tamaño,tamaño,grand,tamaño,tamaño,tamaño,ø,tamaño,17,traduction,Non, Non,1,1,2,1,1,1,NA,1,
2179,conquerida,conquerida,conquerida,conquerida,conquerida,conquerida,ø,conquistada,17,glose,Non, Non,1,1,1,1,1,1,NA,2,
2180,que,que,que,que,e,que,ø,que,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2181,ese,ese,ese,esse,este,ese,ø,esse,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2182,delectosa,delectosa,deleytosa,deleytosa,deleytosa,deleytosa,ø,deleytosa,17,glose,Non, Non,2,2,1,1,1,1,NA,1,
2183,enel,en,en,en,en,en,ø,en,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2184,mas,más,más,más,muy,más,ø,mas,17,glose,Non, Non,1,1,1,1,2,1,NA,1,
2185,paz,paz,paz,paz,paz,az,ø,paz,17,glose,Oui, Non,1,1,1,1,1,2,NA,1,
2186,tracto,cató,tractó,tractó,cató,trató,ø,tracto,17,glose,Oui, Non,1,3,1,1,3,2,NA,1,
2187,como,manera,commo,commo,maneras,commo,ø,como,17,glose,Oui, Non,2,3,1,1,4,1,NA,2,
2188,mouiese,ø,oviesen,moviesse,ø,moviese,ø,mouiesse,17,glose,Oui, Non,1,0,2,1,0,1,NA,1,
2189,enella,en,en,en,en,en,ø,en,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2190,doña,doña,doña,don,doña,doña,ø,doña,17,glose,Non, Non,1,1,1,2,1,1,NA,1,
2191,terçera,otra,iii°,terçera,otra,terçera,ø,tercera,17,glose,Non, Non,3,1,2,3,1,3,NA,3,
2192,do,do,do,do,do,do,ø,Do,17,glose,Non, Non,1,1,1,1,1,1,NA,2,
2193,entre,entrellas,entre,en,entrellas,entrellas,ø,entre,17,glose,Non, Non,1,3,1,2,3,3,NA,1,
2194,Ca,ca,Ca,Ca,ca,Et,ø,Ca,17,glose,Non, Non,1,1,1,1,1,2,NA,1,
2195,quela,que,que,que,que,que,ø,que,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2196,deuia,avía,devía,devía,abía,devía,ø,deuia,17,glose,Oui, Non,2,1,2,2,1,2,NA,2,
2197,por,por,por,por,la,por,ø,por,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2198,cala,ca,Ca,Ca,ca,cada,ø,Ca,17,glose,Non, Non,2,1,1,1,1,3,NA,1,
2199,en,en,en,nin,en,nin,ø,en,17,glose,Non, Non,1,1,1,2,1,2,NA,1,
2200,nin,nin,nin,nin,e,nin,ø,nin,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2201,al,El,Al,al,Al,Al,ø,al,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2202,al,el,al,al,al,al,ø,al,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2203,leuaua,llevava,lleva,levava,levava,llevava,ø,leuaua,17,glose,Non, Non,3,1,1,2,2,1,NA,3,
2204,paris,París,París,París,otro,París,ø,Paris,17,glose,Non, Non,3,2,2,2,1,2,NA,2,
2205,contendiendo,contendiendo,contendiendo,contendiendo,contendiendo,entendyendo,ø,contendiendo,17,glose,Oui, Non,1,1,1,1,1,2,NA,1,
2206,quien,quién,quién,quien,quién,qué,ø,quien,17,glose,Non, Non,2,2,2,2,2,1,NA,2,
2207,leuaria,llevaría,levaría,levaría,levaría,levaría,ø,leuaria,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2208,mejor,ø,mejoría,ø,ø,ø,ø,mejoria,17,glose,Non, Non,1,0,2,0,0,0,NA,2,
2209,iudgase,dixese,judgase,judgasse,dixiese,judgase,ø,judgase,17,glose,Oui, Non,1,2,1,1,2,1,NA,1,
2210,que,que,que,que,e,que,ø,que,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2211,ante,antél,ante,ante,antél,antél,ø,ante,17,glose,Non, Non,2,1,2,2,1,1,NA,2,
2212,E,Et,e,E,que,Et,ø,E,17,glose,Non, Non,1,3,1,1,2,3,NA,1,
2213,deuia,devía,devía,devía,abía,avía,ø,deuia,17,glose,Non, Non,2,2,2,2,1,1,NA,2,
2214,andante,,andante,andante,andante,andante,ø,andante,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2215,terçera,iii°,tercera,terçera,otra,terçera,ø,tercera,17,glose,Non, Non,1,1,1,1,2,1,NA,1,
2216,porque,porque,porque,porque,que,porque,ø,porque,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2217,tan,tan,atan,tan,atán,tan,ø,tan,17,glose,Non, Non,1,1,2,1,2,1,NA,1,
2218,Judgaredes,judgades,jugaredes,judgaredes,judgades,judgades,ø,judgaredes,17,glose,Non, Non,2,1,3,2,1,1,NA,2,
2219,de,del,de,de,del,de,ø,de,17,glose,Non, Non,2,1,2,2,1,2,NA,2,
2220,auer,aver,aver,aver,aver,aver,ø,auer,17,glose,Non, Non,2,1,1,1,1,1,NA,2,
2221,pos,pos,pos,pos,por,pos,ø,pos,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2222,de,del,del,del,de,del,ø,de,17,glose,Non, Non,1,2,2,2,1,2,NA,1,
2223,ricas,rreynas,ricas,ricas,rreynas,ricas,ø,ricas,17,glose,Oui, Non,2,1,2,2,1,2,NA,2,
2224,leuar,llevar,levar,levar,levar,llevar,ø,leuar,17,glose,Non, Non,1,2,1,1,1,2,NA,1,
2225,a,a,a,a,a,Ca,ø,a,17,glose,Non, Non,1,1,1,1,1,2,NA,1,
2226,dona,doña,doña,dona,doña,doña,ø,doña,17,glose,Non, Non,2,1,1,2,1,1,NA,1,
2227,prometevos,prométevos,vos,prométevos,vos,prométevos,ø,prometevos,17,glose,Non, Non,1,1,2,1,2,1,NA,1,
2228,e,e,e,e,que,e,ø,e,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2229,que,ca,que,Ca,ca,ca,ø,que,17,glose,Non, Non,2,1,2,1,1,1,NA,2,
2230,de,de,en,de,de,de,ø,de,17,glose,Non, Non,1,1,2,1,1,1,NA,1,
2231,,fazer,fazer,fazer,fazer,fazer,ø,fazer,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2232,dona,doña,doña,doña,doña,doña,ø,doña,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2233,auer,llevar,aver,aver,llevar,aver,ø,auer,17,glose,Non, Non,1,2,1,1,2,1,NA,1,
2234,Ca,Ca,Ca,ca,e,Ca,ø,Ca,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2235,de,de,de,de,de,a,ø,a,17,glose,Non, Non,1,1,1,1,1,2,NA,2,
2236,alcoholose,alcoholóse,alcoholóse,alcoholósse,alcoholóse,alcoholóse,ø,alcoholose,17,glose,Non, Non,1,2,2,2,2,2,NA,1,
2237,vos,vos,vos,vos,la,ø,ø,vos,17,glose,Non, Non,2,2,2,2,1,0,NA,2,
2238,escogierdes,escogiéredes,escogierdes,escojéredes,escogiéredes,escogeredes,ø,escogieredes,17,glose,Non, Non,1,1,1,1,1,1,NA,1,
2239,a,a,a,a,a,al,ø,a,17,glose,Non, Non,1,1,1,1,1,2,NA,1,
2240,leuase,levase,levase,levasse,llevase,llevase,ø,leuase,17,glose,Non, Non,1,1,1,1,2,2,NA,1,
2241,porque,por,por,por,por,por,ø,por,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2242,alli,asý,ansí,así,así,asý,ø,asy,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2243,sueño,sueño,sueño,sueño,lo,sueño,ø,sueño,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2244,Ca,que,ca,ca,que,Ca,ø,Ca,17,glose,Non, Non,1,2,1,1,2,1,NA,1,
2245,esperto,despertó,despertó,despertó,despertó,despertó,ø,desperto,17,glose,Non, Non,1,2,2,2,2,2,NA,2,
2246,que,qué,qué,qué,qué,qué,ø,porque,17,glose,Non, Non,2,3,3,3,3,3,NA,1,
2247,ouogelo,óvogelo,óvogelo,óvogelo,óvogelo,óvogelo,ø,ouogelo,17,glose,Non, Non,2,1,1,1,1,1,NA,2,
2248,muy,mucho,muy,mucho,mucho,mucho,ø,muy,17,glose,Non, Non,2,1,2,1,1,1,NA,2,
2249,afincadamente,afincadamente,afyncadamente,afincadamente,afincadamente,afyncadamente,ø,afincadamente,17,glose,Non, Non,1,1,2,1,1,2,NA,1,
2250,quier,quienquier,quienquier,quequier,quier,quier,ø,quier,17,glose,Non, Non,3,2,2,1,3,3,NA,3,
2251,que,quel,que,que,que,que,ø,que,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2252,tomasen,tomasen,tomasen,tomassen,tomasen,matasen,ø,tomasen,17,glose,Oui, Non,2,2,2,2,2,1,NA,2,
2253,e,e,e,e,e,o,ø,e,17,glose,Non, Non,1,1,1,1,1,2,NA,1,
2254,leuasen,llevasen,levasen,levasen,levasen,llevasen,ø,leuasen,17,glose,Non, Non,2,1,2,2,2,1,NA,2,
2255,montana,montaña,montaña,montaña,montaña,montaña,ø,montaña,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2256,dieronlo,diéronle,diéronlo,diéronlo,diéronlo,diéronlo,ø,dieronlo,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2257,fue,ovo,fue,fue,ovo,fue,ø,fue,17,glose,Non, Non,2,1,2,2,1,2,NA,2,
2258,enel,en,en,en,en,en,ø,en,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2259,ouo,ovo,fue,ovo,ovo,ovo,ø,ouo,17,glose,Non, Non,2,2,1,2,2,2,NA,2,
2260,mandolo,mandól,mandólo,mandólo,mandólo,mandólo,ø,mandolo,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2261,lo,lo,lo,lo,lo,le,ø,lo,17,glose,Non, Non,1,1,1,1,1,2,NA,1,
2262,ouierongelo,oviéronle,ovierongelo,ovierongelo,oviéronle,oviérongelo,ø,ouierongelo,17,glose,Non, Non,1,2,1,1,2,1,NA,1,
2263,a,a,a,a,de,a,ø,a,17,glose,Non, Non,2,2,2,2,1,2,NA,2,
2264,pusole,púsol,,púsole,púsole,púsole,ø,pusole,17,glose,Non, Non,2,2,1,2,2,2,NA,2,
2265,E,E,Et,E,que,Et,ø,E,17,glose,Non, Non,1,1,3,1,2,3,NA,1,
2266,lepuso,puso,puso,puso,ø,puso,ø,puso,17,glose,Non, Non,1,2,2,2,0,2,NA,2,
2267,a,de,a,a,de,a,ø,a,17,glose,Non, Non,2,1,2,2,1,2,NA,2,
2268,sentençia,señia,sentençia,sentençia,sentençia,sentençia,ø,sentencia,17,glose,Non, Non,2,1,2,2,2,2,NA,2,
2269,sobre,sobredicha,sobredicha,sobredicha,sobre,sobredicha,ø,sobredicha,17,glose,Non, Non,1,2,2,2,1,2,NA,2,
2270,el,aquel,el,el,aquel,el,ø,el,17,glose,Non, Non,2,1,2,2,1,2,NA,2,
2271,demandarle,doña,demandarle,doña,ø,ø,ø,demandarle,17,glose,Non, Non,2,1,2,1,0,0,NA,2,
2272,esa,esa,esa,essa,ø,esta,ø,esa,17,glose,Non, Non,1,1,1,3,0,2,NA,1,
2273,dona,doña,doña,doña,doña,doña,ø,doña,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2274,terrnia,ternié,ternía,ternía,daría,terrnía,ø,ternia,17,glose,Oui, Non,2,2,2,2,1,2,NA,2,
2275,fuese,fuese,fuese,fuesse,fuese,fuese,ø,fuese,17,glose,Non, Non,1,1,1,2,1,1,NA,1,
2276,do,donde,do,do,do,do,ø,do,17,glose,Non, Non,1,2,1,1,1,1,NA,1,
2277,manera,manera,manera,manero,manera,manera,ø,manera,17,glose,Non, Non,1,1,1,2,1,1,NA,1,
2278,aser,ser,ser,ser,seer,ser,ø,ser,17,glose,Non, Non,2,1,1,1,1,1,NA,1,
2279,seruiendola,serviéndola,serviéndola,sirviéndola,serviéndola,serviéndola,ø,seruiendola,17,glose,Non, Non,1,2,2,2,2,2,NA,1,
2280,el,quel,el,el,el,quel,ø,el,17,glose,Non, Non,1,2,1,1,1,2,NA,1,
2281,a,a,a,en,a,en,ø,a,17,glose,Non, Non,1,1,1,2,1,2,NA,1,
2282,vinieronse,viniéronse,veniéronse,viniéronse,viniéronse,viniéronse,ø,vinieron,17,glose,Non, Non,1,1,1,1,1,1,NA,2,
2283,e,e,e,e,Menalao,e,ø,e,17,glose,Oui, Non,2,2,2,2,1,2,NA,2,
2284,ø,por,ø,ø,porque,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2285,ø,sobre,ø,ø,sobrella,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2286,ø,encomençaron,ø,ø,començaron,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2287,ø,afeytados,ø,ø,afeytado,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2288,ø,allí,ø,ø,así,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2289,ø,se,ø,ø,lo,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2290,ø,dezirle,ø,ø,dezir,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2291,ø,sy,ø,ø,sinon,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2292,ø,que,ø,ø,qual,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2293,ø,par,ø,ø,por,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2294,ø,mal,ø,ø,malbarato,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2295,ø,bravo,ø,ø,mejor,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2296,ø,padiesen,ø,ø,padesçiesen,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2297,ø,orón,ø,ø,oraçión,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2298,ø,por,ø,ø,porque,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2299,ø,quatro,ø,ø,quinientos,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2300,ø,saliéronlos,ø,ø,sallieron,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2301,ø,tomáronlos,ø,ø,matáronlos,ø,ø,ø,17,glose,Oui, Non,0,1,0,0,2,0,NA,0,
2302,ø,muró,ø,ø,murió,ø,ø,ø,17,glose,Oui, Non,0,2,0,0,1,0,NA,0,
2303,do,do,do,do,·,commo,ø,que,18,,Oui, Non,4,4,4,4,1,2,NA,3,
2304,son,son,son,son,son,deven,ø,son,18,,Non, Non,1,1,1,1,1,2,NA,1,
2305,delos,de,de,de,de,ø,ø,de,18,,Non, Non,2,1,1,1,1,0,NA,1,
2306,enemigos,engeños,ingenios,ingenios,engeños,conbatir,ø,ingenios,18,,Oui, Non,3,1,1,1,1,2,NA,1,
2307,lançan,lançan,lançan,lancan,lançan,ø,ø,lançan,18,,Non, Non,1,1,1,2,1,0,NA,1,
2308,piedras,piedras,piedras,piedras,piedras,fortalezas,ø,piedras,18,,Non, Non,1,1,1,1,1,2,NA,1,
2309,yonr,por,por,por,por,con,ø,por,18,,Non, Non,3,1,1,1,1,2,NA,1,
2310,los,los,las,los,las,engenios,ø,los,18,,Non, Non,1,1,2,1,2,3,NA,1,
2311,se,se,se,se,se,e,ø,se,18,,Non, Non,1,1,1,1,1,2,NA,1,
2312,puede,pueden,puede,puede,puede,con,ø,puede,18,,Non, Non,3,1,3,3,3,2,NA,3,
2313,conbatir,conbatir,conbatir,conbatir,conbatir,castillos,ø,conbatir,18,,Non, Non,1,1,1,1,1,2,NA,1,
2314,la,la,la,la,la,de,ø,la,18,,Non, Non,1,1,1,1,1,2,NA,1,
2315,cibdat,çibdat,çibdat,çibdat,çibdat,madera,ø,cibdad,18,,Non, Non,2,2,2,2,2,1,NA,2,
2316,ø,ø,ø,ø,En,A,ø,ø,18,traduction,Non, Non,0,0,0,0,2,1,NA,0,
2317,ø,ø,ø,ø,lynajes,lgunas,ø,ø,18,traduction,Non, Non,0,0,0,0,1,2,NA,0,
2318,e,o,e,e,o,o,ø,e,18,traduction,Non, Non,2,1,2,2,1,1,NA,2,
2319,peñas,peñas,peñas,peñas,peñas,penas,ø,peñas,18,traduction,Non, Non,1,1,1,1,1,2,NA,1,
2320,conteçe,contesçe,conteçe,conteçe,conteçe,contesçe,ø,conteçe,18,traduction,Non, Non,1,2,1,1,1,2,NA,1,
2321,vezes,vegadas,vezes,vezes,vegadas,vezes,ø,vezes,18,traduction,Non, Non,2,1,2,2,1,2,NA,2,
2322,este,este,este,este,su,este,ø,este,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2323,e,o,e,e,o,e,ø,e,18,traduction,Non, Non,2,1,2,2,1,2,NA,2,
2324,e,e,e,e,o,e,ø,e,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2325,de,de,de,de,de,e,ø,de,18,traduction,Non, Non,1,1,1,1,1,2,NA,1,
2326,do,Do,Do,Do,Do,do,ø,do,18,traduction,Non, Non,2,1,1,1,1,2,NA,2,
2327,ay,ay,ay,hay,son,ay,ø,ay,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2328,bifas,ifas,bifas,biffas,bifas,bifas,ø,bifas,18,traduction,Non, Non,2,3,2,1,2,2,NA,2,
2329,tripançios,tripaçios,tripançios,tripançios,tripacos,trinpaçios,ø,tripancios,18,traduction,Non, Non,3,1,3,3,4,2,NA,3,
2330,destas,destas,destas,destas,de,destas,ø,destas,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2331,tranche,trahe,tranche,tranche,trae,traen,ø,tranche,18,traduction,Oui, Non,2,1,2,2,1,1,NA,2,
2332,vezes,vezes,vezes,vezes,begadas,vezes,ø,vezes,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2333,qual,qual,cual,qual,qual,qual,ø,qual,18,traduction,Non, Non,1,1,2,1,1,1,NA,1,
2334,faze,faze,faze,faze,faze,levanta,ø,faze,18,traduction,Non, Non,1,1,1,1,1,2,NA,1,
2335,conel,con,con,con,en,en,ø,con,18,traduction,Non, Non,2,1,1,1,3,3,NA,1,
2336,o,e,o,o,o,o,ø,o,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2337,e,e,o,o,o,o,ø,o,18,traduction,Non, Non,2,2,1,1,1,1,NA,1,
2338,el,el,el,el,el,es,ø,el,18,traduction,Non, Non,1,1,1,1,1,2,NA,1,
2339,cuerpo,cuento,cuerpo,cuerpo,cuento,cuerpo,ø,cuerpo,18,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
2340,conen̄l,con,en,con,en,con,ø,con,18,traduction,Non, Non,2,1,3,1,3,1,NA,1,
2341,cabo,cubo,cabo,cabo,cabo,cabo,ø,cabo,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2342,e,Et,Et,E,e,Ca,ø,E,18,traduction,Non, Non,1,3,3,1,1,2,NA,1,
2343,donde,do,donde,donde,do,ø,ø,donde,18,traduction,Non, Non,1,2,1,1,2,0,NA,1,
2344,engenios,engeños,engenios,engeñeros,engeñeros,ø,ø,ingenios,18,traduction,Non, Non,1,1,1,2,2,0,NA,1,
2345,Ca,Ca,Et,Ca,Ca,e,ø,Ca,18,traduction,Non, Non,2,2,3,2,2,1,NA,2,
2346,lancan,lança,lança,lançan,ø,lança,ø,lançan,18,traduction,Non, Non,3,1,1,2,0,1,NA,2,
2347,diestro,diestro,diestro,diestro,ø,alto,ø,diestro,18,traduction,Oui, Non,2,2,2,2,0,1,NA,2,
2348,o,o,o,o,ø,deven,ø,o,18,traduction,Non, Non,2,2,2,2,0,1,NA,2,
2349,a,a,a,a,ø,alongar,ø,a,18,traduction,Non, Non,1,1,1,1,0,2,NA,1,
2350,siniestro,syniestro,siniestro,siniestro,ø,el,ø,siniestro,18,traduction,Non, Non,2,2,2,2,0,1,NA,2,
2351,tomar,tornar,tornar,tornar,ø,trabuquete,ø,tornar,18,traduction,Non, Non,3,2,2,2,0,1,NA,2,
2352,a,en,a,a,ø,de,ø,a,18,traduction,Non, Non,1,3,1,1,0,2,NA,1,
2353,do,do,ø,so,do,do,ø,do,18,traduction,Non, Non,2,2,0,1,2,2,NA,2,
2354,E,Et,ø,E,e,a,ø,E,18,traduction,Non, Non,1,3,0,1,1,2,NA,1,
2355,si,sy,ø,si,si,diestro,ø,sy,18,traduction,Non, Non,1,1,0,1,1,2,NA,1,
2356,lançan,lança,ø,lançan,lançan,o,ø,lançan,18,traduction,Non, Non,3,1,0,3,3,2,NA,3,
2357,muy,muy,ø,muy,muy,a,ø,muy,18,traduction,Non, Non,2,2,0,2,2,1,NA,2,
2358,al,alto,ø,alto,alto,syniestro,ø,alto,18,traduction,Non, Non,1,2,0,2,2,3,NA,2,
2359,deuen,deven,ø,deven,deven,dévenle,ø,deuen,18,traduction,Non, Non,1,1,0,1,1,2,NA,1,
2360,alongar,alongar,ø,alongar,alongar,tornar,ø,alongar,18,traduction,Oui, Non,2,2,0,2,2,1,NA,2,
2361,de,de,ø,de,de,a,ø,de,18,traduction,Non, Non,2,2,0,2,2,1,NA,2,
2362,lançar,alçar,lançar,alançar,lançar,alançar,ø,lançar,18,traduction,Non, Non,2,1,2,3,2,3,NA,2,
2363,aliuiar,aliviar,aliviar,aliviar,aliviar,alyviar,ø,aliuiar,18,traduction,Non, Non,2,2,2,2,2,1,NA,2,
2364,cierto,açierto,çierto,açierto,açierto,açierto,ø,cierto,18,traduction,Non, Non,2,1,2,1,1,1,NA,2,
2365,con,con,con,con,en,con,ø,con,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2366,mas,e,mas,mas,e,mas,ø,mas,18,traduction,Non, Non,2,1,2,2,1,2,NA,2,
2367,,en,en,en,en,en,ø,en,18,traduction,Non, Non,2,1,1,1,1,1,NA,1,
2368,del,del,del,de,del,de,ø,del,18,traduction,Non, Non,1,1,1,2,1,2,NA,1,
2369,bifa,,bifa,biffa,bifa,biffa,ø,bifa,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2370,maġera,maguera,maguera,maguera,ø,maguera,ø,maguera,18,traduction,Non, Non,1,2,2,2,0,2,NA,2,
2371,çierto,açierto,çierto,çierto,açierto,çierto,ø,cierto,18,traduction,Non, Non,2,1,2,2,1,2,NA,2,
2372,alançe,lançe,alançe,lançe,lanç,lançe,ø,alançe,18,traduction,Non, Non,3,1,3,1,2,1,NA,3,
2373,com̄o,commo,como,commo,commo,commo,ø,como,18,traduction,Non, Non,1,2,3,2,2,2,NA,3,
2374,bifa,bisa,bifa,biffa,bifa,biffa,ø,bifa,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2375,del,de,del,del,del,del,ø,del,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2376,es,llaman,es,es,llaman,es,ø,es,18,traduction,Non, Non,2,1,2,2,1,2,NA,2,
2377,tripaçion,tribaçio,tripançio,tripaçión,tribatio,trinpaçión,ø,tripacion,18,traduction,Non, Non,5,6,1,5,2,4,NA,3,
2378,con,con,con,con,en,con,ø,con,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2379,mouible,movible,convenible,movible,movible,movible,ø,mouible,18,traduction,Oui, Non,1,1,2,1,1,1,NA,1,
2380,el,el,el,el,tel,el,ø,el,18,traduction,Non, Non,2,2,2,2,1,2,NA,2,
2381,lanca,lança,lança,lança,lança,lança,ø,lança,18,traduction,Non, Non,2,1,1,1,1,1,NA,1,
2382,el,el,el,el,el,quel,ø,el,18,traduction,Non, Non,1,1,1,1,1,2,NA,1,
2383,bifa,bisa,bifa,biffa,bifa,biffa,ø,bifa,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2384,el,el,el,el,quel,quel,ø,el,18,traduction,Non, Non,2,2,2,2,1,1,NA,2,
2385,con,con,en,con,con,con,ø,con,18,traduction,Non, Non,1,1,2,1,1,1,NA,1,
2386,arman,arrancan,arman,arman,arrancan,arman,ø,arman,18,traduction,Oui, Non,2,1,2,2,1,2,NA,2,
2387,a,a,a,a,a,Ca,ø,a,18,traduction,Non, Non,1,1,1,1,1,2,NA,1,
2388,dapñno,daño,daño,daño,daño,dapño,ø,daño,18,traduction,Non, Non,1,2,2,2,2,2,NA,2,
2389,açerca,ø,açerca,açierto,açerca,çierto,ø,cerca,18,traduction,Non, Non,1,0,1,3,1,2,NA,4,
2390,de,de,destas,de,de,de,ø,de,18,traduction,Non, Non,1,1,2,1,1,1,NA,1,
2391,estas,estas,destas,estas,estas,estas,ø,estas,18,traduction,Non, Non,1,1,2,1,1,1,NA,1,
2392,o,e,o,o,o,o,ø,o,18,traduction,Non, Non,1,2,1,1,1,1,NA,1,
2393,do,donde,do,dó,donde,do,ø,do,18,traduction,Non, Non,2,1,2,1,1,2,NA,2,
2394,denotar,ø,notar,notar,ø,notar,ø,notar,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2395,por,ø,porque,porque,ø,porque,ø,porque,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2396,lamas,ø,la,la,ø,la,ø,la,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2397,elmundo,ø,mundo,mundo,ø,mundo,ø,mundo,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2398,paraveuir,ø,venir,venir,ø,venir,ø,venir,18,glose,Non, Non,2,0,1,1,0,1,NA,1,
2399,sobrella,ø,sobre,sobre,ø,sobre,ø,sobre,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2400,eñguisa,ø,guisa,guisa,ø,guisa,ø,guisa,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2401,atierra,ø,tierra,tierra,ø,tierra,ø,tierra,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2402,venieron,ø,veniéronlos,vinieron,ø,vinieron,ø,vinieron,18,glose,Non, Non,1,0,2,1,0,1,NA,1,
2403,atroya,ø,a,a,ø,a,ø,a,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2404,encomon,ø,commo,commo,ø,commo,ø,como,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2405,apareiaronse,ø,aparejáronse,aparejáronse,ø,aparejáronse,ø,aparejaron,18,glose,Non, Non,1,0,1,1,0,1,NA,2,
2406,apelear,ø,a,a,ø,a,ø,a,18,glose,Non, Non,2,0,1,1,0,1,NA,1,
2407,muy,ø,pelear,pelear,ø,pelear,ø,pelear,18,glose,Non, Non,2,0,1,1,0,1,NA,1,
2408,bravamente,ø,bravamente,bravamente,ø,bravamente,ø,brauamente,18,glose,Non, Non,2,0,2,2,0,2,NA,1,
2409,conellos,ø,ellos,ellos,ø,ellos,ø,ellos,18,glose,Non, Non,2,0,1,1,0,1,NA,1,
2410,desangre,ø,sangre,sangre,ø,sangre,ø,sangre,18,glose,Non, Non,2,0,1,1,0,1,NA,1,
2411,allydixo,ø,dixo,dixo,ø,dixo,ø,dixo,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
2412,don,ø,don,don,ø,son,ø,don,18,glose,Non, Non,2,0,2,2,0,1,NA,2,
2413,porvos,ø,por,por,ø,por,ø,por,18,glose,Non, Non,2,0,1,1,0,1,NA,1,
2414,estr,ø,este,este,ø,este,ø,este,18,glose,Non, Non,1,0,2,2,0,2,NA,2,
