A,B,G,J,Q,R,Z,U,Analyse, Chapitre, Type, Conserver, Revoir
20501,maguera,maguera,maguera,maguera,magera,maguera,maguera,ø,#graphique,12,glose,Non, Non
20502,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ø,#not_apparat,12,glose,Non, Non
20503,fuesen,fuesen,fuesen,fuessen,fuesen,fuesen,fuessen,ø,#graphique,12,glose,Non, Non
20504,sus,sus,sus,sus,sus,sus,sus,ø,#not_apparat,12,glose,Non, Non
20505,vasallos,vasallos,vasallos,vassallos,vasallos,vasallos,vasallos,ø,#graphique,12,glose,Non, Non
20506,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20507,les,les,les,les,les,lees,les,ø,#lexicale,12,glose,Non, Non
20508,ouiesen,oviesen,oviesen,oviessen,oviesen,oviesen,ouiessen,ø,#graphique,12,glose,Non, Non
20509,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20510,guardar,guardar,guardar,guardar,guardar,guardar,guardar,ø,#not_apparat,12,glose,Non, Non
20511,fieldat,fieldat,fieldat,fieldat,fialdat,fialdat,fieldad,ø,#graphique,12,glose,Non, Non
20512,Enpero,enpero,enpero,enpero,enpero,Enpero,Empero,ø,#graphique,12,glose,Non, Non
20513,ø,ø,ø,que,ø,que,ø,ø,#omission,12,glose,Non, Non
20514,mas,más,más,más,más,más,mas,ø,#normalisation,12,glose,Non, Non
20515,tenidos,tenudo,tenidos,tenidos,tenudos,tenidos,tenidos,ø,#morphosyntactique,12,glose,Non, Non
20516,eran,eran,eran,eran,eran,eran,eran,ø,#not_apparat,12,glose,Non, Non
20517,en,de,en,de,de,de,en,ø,#lexicale,12,glose,Non, Non
20518,guardar,guardar,guardar,guardar,guardar,guardar,guardar,ø,#not_apparat,12,glose,Non, Non
20519,fieldat,fieldat,fieldat,fieldat,fieldat,fieldat,fieldad,ø,#graphique,12,glose,Non, Non
20520,a,a,a,a,a,a,a,ø,#not_apparat,12,glose,Non, Non
20521,dios,Dios,Dios,Dios,Dios,Dios,dios,ø,#graphique,12,glose,Non, Non
20522,ø,que,que,que,que,que,que,ø,#omission,12,glose,Non, Non
20523,Ca,ø,a,a,a,a,a,ø,#omission #lexicale,12,glose,Non, Non
20524,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ø,#not_apparat,12,glose,Non, Non
20525,e,et,Et,E,E,E,e,ø,#filtre,12,glose,Non, Non
20526,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20527,todas,todas,todas,todas,todas,todas,todas,ø,#not_apparat,12,glose,Non, Non
20528,las,las,las,las,las,las,las,ø,#not_apparat,12,glose,Non, Non
20529,otras,otras,otras,otras,otras,otras,otras,ø,#not_apparat,12,glose,Non, Non
20530,cosas,cosas,cosas,cosas,cosas,cosas,cosas,ø,#not_apparat,12,glose,Non, Non
20531,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20532,les,les,les,les,les,les,les,ø,#not_apparat,12,glose,Non, Non
20533,mandasen,mandasen,mandasen,mandassen,mandasen,mandasen,mandassen,ø,#graphique,12,glose,Non, Non
20534,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20535,non,non,non,non,non,non,non,ø,#not_apparat,12,glose,Non, Non
20536,fuesen,fuesen,fuesen,fuessen,fuesen,fuesen,fuessen,ø,#lexicale,12,glose,Non, Non
20537,contra,contra,contra,contra,contra,contra,contra,ø,#not_apparat,12,glose,Non, Non
20538,dios,Dios,Dios,Dios,Dios,Dios,dios,ø,#graphique,12,glose,Non, Non
20539,lidiarian,lidiarién,lidiarían,lidiarían,lidiarían,lidiarían,lidiarian,ø,#graphique,12,glose,Non, Non
20540,commo,commo,commo,commo,commo,como,como,ø,#morphosyntactique,12,glose,Non, Non
20541,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,caualleros,ø,#graphique,12,glose,Non, Non
20542,mas,mas,mas,mas,mas,mas,mas,ø,#not_apparat,12,glose,Non, Non
20543,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20544,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20545,esto,esto,esto,esto,esto,esto,esto,ø,#not_apparat,12,glose,Non, Non
20546,non,non,non,non,non,non,no,ø,#graphique,12,glose,Non, Non
20547,lo,lo,lo,lo,lo,lo,lo,ø,#not_apparat,12,glose,Non, Non
20548,auian,avían,avían,avían,avían,avían,auian,ø,#graphique,12,glose,Non, Non
20549,de,de,de,de,de,de,de,ø,#not_apparat,12,glose,Non, Non
20550,fazer,fazer,fazer,fazer,fazer,fazer,fazer,ø,#not_apparat,12,glose,Non, Non
20551,Ca,ca,Ca,Ca,ca,Ca,ca,ø,#graphique,12,glose,Non, Non
20552,ellos,ellos,ellos,ellos,ø,ellos,ellos,ø,#omission,12,glose,Non, Non
20553,eran,eran,eran,eran,eran,eran,eran,ø,#not_apparat,12,glose,Non, Non
20554,cristianos,cristianos,cristianos,cristianos,cristianos,cristianos,cristianos,ø,#not_apparat,12,glose,Non, Non
20555,verdaderos,verdaderos,verdaderos,verdaderos,verdaderos,verdaderos,verdaderos,ø,#not_apparat,12,glose,Non, Non
20556,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20557,non,non,non,non,non,non,no,ø,#graphique,12,glose,Non, Non
20558,podian,podían,podían,podrían,podían,podían,podian,ø,#morphosyntactique,12,glose,Non, Non
20559,lidiar,lidiar,lidiar,lidiar,lidiar,lidiar,lidiar,ø,#not_apparat,12,glose,Non, Non
20560,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20561,njnguna,ninguna,ninguna,ninguna,ninguna,ninguna,ninguna,ø,#graphique,12,glose,Non, Non
20562,manera,manera,manera,manera,manera,manera,manera,ø,#not_apparat,12,glose,Non, Non
20563,contra,contra,contra,contra,contra,contra,contra,ø,#not_apparat,12,glose,Non, Non
20564,su,su,su,su,su,su,su,ø,#not_apparat,12,glose,Non, Non
20565,fe,fe,fe,fe,fe,fe,fe,ø,#not_apparat,12,glose,Non, Non
20566,E,Et,Et,E,e,Et,E,ø,#filtre,12,glose,Non, Non
20567,mandaron,mandaron,mandaron,mandaron,mandaron,demandaron,mandaron,ø,#lexicale,12,glose,Non, Non
20568,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20569,enperadores,enperadores,enperadores,enperadores,enperadores,enperadores,emperadores,ø,#graphique,12,glose,Non, Non
20570,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20571,matasen,matasen,matasen,matassen,matasen,matasen,matassen,ø,#graphique,12,glose,Non, Non
20572,el,el,el,el,el,el,el,ø,#not_apparat,12,glose,Non, Non
20573,diezmo,diezmo,diezmo,diezmo,diezmo,diezmo,diezmo,ø,#not_apparat,12,glose,Non, Non
20574,dellos,dellos,dellos,dellos,dellos,dellos,dellos,ø,#not_apparat,12,glose,Non, Non
20575,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20576,estauan,estavan,estavan,estavan,estavan,estavan,estauan,ø,#graphique,12,glose,Non, Non
20577,armados,armados,armados,armados,armados,arimados,armados,ø,#lexicale,12,glose,Non, Non
20578,en,en,en,en,en,en,en,ø,#not_apparat,12,glose,Non, Non
20579,haz,az,az,haz,az,haz,haz,ø,#genre,12,glose,Non, Non
20580,e,e,et,e,e,e,e,ø,#filtre,12,glose,Non, Non
20581,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20582,otros,otros,otros,otros,otros,otros,otros,ø,#not_apparat,12,glose,Non, Non
20583,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20584,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20585,costrinjesen,costriñiesen,construyesen,costriniesen,costriñiesen,costrinniesen,costreñiessen,ø,#lexicale,12,glose,Non, Non
20586,a,a,a,a,ø,a,a,ø,#omission,12,glose,Non, Non
20587,adorar,adorar,adorar,adorar,adorar,adorar,adorar,ø,#not_apparat,12,glose,Non, Non
20588,los,los,los,los,los,los,los,ø,#not_apparat,12,glose,Non, Non
20589,ydolos,ýdolos,ýdolos,ýdolos,ýdolos,ýdolos,ydolos,ø,#normalisation,12,glose,Non, Non
20590,E,Et,Et,E,E,e,e,ø,#filtre,12,glose,Non, Non
20591,ellos,ellos,ellos,ellos,ellos,ellos,ellos,ø,#not_apparat,12,glose,Non, Non
20592,ante,ante,ante,ante,ante,antes,ante,ø,#morphosyntactique,12,glose,Non, Non
20593,se,se,se,se,se,se,se,ø,#not_apparat,12,glose,Non, Non
20594,dexaron,dexaron,dexaron,dexaron,dexaron,dexaron,dexaron,ø,#not_apparat,12,glose,Non, Non
20595,ø,ø,ø,morir,ø,morir,ø,ø,#omission #transposition,12,glose,Non, Non
20596,todos,todos,todos,todos,todos,todos,todos,ø,#not_apparat,12,glose,Non, Non
20597,morir,morir,morir,ø,morir,ø,morir,ø,#omission #transposition,12,glose,Non, Non
20598,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20599,fazerlo,fazerlo,fazerlo,fazerlo,fazerlo,fazerlo,fazerlo,ø,#not_apparat,12,glose,Non, Non
20600,E,et,Et,e,e,Et,E,ø,#filtre,12,glose,Non, Non
20601,maguera,maguera,maguera,maguera,magera,maguera,maguera,ø,#graphique,12,glose,Non, Non
20602,se,se,se,se,se,se,se,ø,#not_apparat,12,glose,Non, Non
20603,pudieran,pudieran,pudieran,pudieran,pudieran,pudieran,pudieran,ø,#not_apparat,12,glose,Non, Non
20604,muy,ø,muy,muy,ø,muy,muy,ø,#not_apparat,12,glose,Non, Non
20605,bien,ø,bien,bien,ø,bien,bien,ø,#not_apparat,12,glose,Non, Non
20606,defender,defender,defender,defender,defender,defender,defender,ø,#not_apparat,12,glose,Non, Non
20607,que,que,que,que,que,que,que,ø,#not_apparat,12,glose,Non, Non
20608,estauan,estavan,estavan,estavan,estavan,estavan,estauan,ø,#graphique,12,glose,Non, Non
20609,muy,ø,muy,muy,ø,muy,muy,ø,#omission,12,glose,Non, Non
20610,bien,bien,ø,bien,bien,bien,bien,ø,#omission,12,glose,Non, Non
20611,armados,armados,armados,armados,armados,armados,armados,ø,#not_apparat,12,glose,Non, Non
20612,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20613,eran,eran,eran,eran,eran,era,eran,ø,#morphosyntactique,12,glose,Non, Non
20614,muy,muy,muy,muy,muy,muy,muy,ø,#not_apparat,12,glose,Non, Non
20615,fuertes,fuertes,fuertes,fuertes,fuertes,fuertes,fuertes,ø,#not_apparat,12,glose,Non, Non
20616,caualleros,cavalleros,cavalleros,cavalleros,cavalleros,cavalleros,caualleros,ø,#graphique,12,glose,Non, Non
20617,Enpero,enpero,enpero,enpero,enpero,enpero,Empero,ø,#graphique,12,glose,Non, Non
20618,tendieron,tendieron,tendieron,tendieron,tendieron,tendieron,tendieron,ø,#not_apparat,12,glose,Non, Non
20619,los,los,sus,los,los,los,los,ø,#lexicale,12,glose,Non, Non
20620,cuellos,cuellos,cuellos,cuellos,pezcueços,cuellos,cuellos,ø,#lexicale,12,glose,Non, Non
20621,e,e,e,e,e,e,e,ø,#not_apparat,12,glose,Non, Non
20622,resçibieron,rresçibieron,rresçebieron,reçibieron,rreçibieron,resçibieron,rescibieron,ø,#graphique,12,glose,Non, Non
20623,el,el,el,el,el,el,el,ø,#not_apparat,12,glose,Non, Non
20624,martirio,martirio,martirio,martirio,martirio,martirio,martyrio,ø,#graphique,12,glose,Non, Non
20625,por,por,por,por,por,por,por,ø,#not_apparat,12,glose,Non, Non
20626,ihun,Jhesú,Ihesú,Jesú,Jesú,Jesú,jesu,ø,#entite_nommee,12,glose,Non, Non
20627,cristo,cristo,cristo,Cristo,Cristo,cristo,cristo,ø,#graphique,12,glose,Non, Non
20628,e,e,et,e,e,e,e,ø,#filtre,12,glose,Non, Non
20629,fueron,fueron,fueron,fueron,fueron,fueron,fueron,ø,#not_apparat,12,glose,Non, Non
20630,mas,más,más,más,más,más,mas,ø,#normalisation,12,glose,Non, Non
20631,santos,santo,santos,santos,santos,santos,sanctos,ø,#morphosyntactique,12,glose,Non, Non
20632,porque,porque,porque,porque,porque,por,porque,ø,#lexicale,12,glose,Non, Non
20633,non,ø,non,non,ø,ø,no,ø,#omission #graphique,12,glose,Non, Non
20634,se,se,se,se,se,que,se,ø,#lexicale,12,glose,Non, Non
20635,ø,non,ø,ø,non,non,ø,ø,#omission,12,glose,Non, Non
20636,quisieron,quisyeron,quisieron,quisieron,quisieron,quisieron,quisieron,ø,#graphique,12,glose,Non, Non
20637,defender,defender,defender,defender,defender,defenderse,defender,ø,#lexicale,12,glose,Non, Non
20638,Capitulo,Capítulo,Capítulo,Capítulo,Capítulo,Capítulo,capitulo,ø,#normalisation,13,,Non, Non
20639,xiij°,xiii,xiii,xiii,xiii,xiii,decimotercio,ø,#lexicale,13,,Non, Non
20640,do,do,do,do,do,por,do,ø,#lexicale,13,,Non, Non
20641,muestra,muestra,muestra,muestra,muestra,quántas,muestra,ø,#lexicale,13,,Non, Non
20642,que,que,que,que,que,razones,que,ø,#lexicale,13,,Non, Non
20643,son,son,son,son,son,es,son,ø,#morphosyntactique,13,,Non, Non
20644,ø,de,de,de,de,mejor,de,ø,#omission #lexicale,13,,Non, Non
20645,descarneçer,escarneçer,escarnecer,escarneçer,escarnesçer,a,escarnecer,ø,#lexicale,13,,Non, Non
20646,los,los,los,los,los,los,los,ø,#not_apparat,13,,Non, Non
20647,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,ø,#not_apparat,13,,Non, Non
20648,que,que,que,que,que,ø,que,ø,#not_apparat,13,,Non, Non
20649,dizen,dizen,dizen,dizen,dize,ø,dizen,ø,#morphosyntactique,13,,Non, Non
20650,que,que,que,que,que,ø,que,ø,#not_apparat,13,,Non, Non
20651,meior,mejor,mejor,mejor,mejor,ø,mejor,ø,#graphique,13,,Non, Non
20652,ø,ø,ø,ø,ferir,ø,ø,ø,#omission,13,,Non, Non
20653,es,es,es,es,es,ø,es,ø,#not_apparat,13,,Non, Non
20654,ferir,ferir,ferir,ferir,ø,ferir,ferir,ø,#omission,13,,Non, Non
20655,cortando,cortando,cortando,cortando,cortando,ø,cortando,ø,#not_apparat,13,,Non, Non
20656,que,ø,que,que,ø,ø,que,ø,#not_apparat,13,,Non, Non
20657,estocando,ø,estocando,estocando,ø,ø,estocando,ø,#not_apparat,13,,Non, Non
20658,ca,ø,ca,ca,ø,ø,ca,ø,#not_apparat,13,,Non, Non
20659,mas,ø,más,más,ø,ø,mas,ø,#normalisation,13,,Non, Non
20660,de,ø,de,de,ø,ø,de,ø,#not_apparat,13,,Non, Non
20661,escoger,ø,escoger,escojer,ø,ø,escojer,ø,#graphique,13,,Non, Non
20662,es,ø,es,es,ø,ø,es,ø,#not_apparat,13,,Non, Non
20663,de,ø,ø,de,ø,ø,de,ø,#omission,13,,Non, Non
20664,ferir,ø,ferir,ferir,ø,ø,ferir,ø,#not_apparat,13,,Non, Non
20665,de,ø,de,de,ø,de,de,ø,#not_apparat,13,,Non, Non
20666,las,ø,las,ø,ø,ø,las,ø,#omission,13,,Non, Non
20667,puntas,ø,puntas,punta,ø,punta,puntas,ø,#personne,13,,Non, Non
20668,que,que,que,que,que,que,que,ø,#not_apparat,13,,Non, Non
20669,cortar,estocando,cortar,cortar,estocando,cortando,cortar,ø,#lexicale,13,,Non, Non
20670,de,ø,de,de,ø,ø,de,ø,#not_apparat,13,,Non, Non
20671,taios,ø,tajo,tajo,ø,ø,tajo,ø,#morphosyntactique,13,,Non, Non
20672,ø,ø,ø,ø,ø,E,ø,ø,#omission,13,traduction,Non, Non
20673,neste,ø,n,n,n,n,,ø,#lexicale,13,traduction,Non, Non
20674,ø,ø,este,este,el,este,este,ø,#omission #lexicale,13,traduction,Non, Non
20675,capitulo,ø,capítulo,capítulo,capítulo,capítulo,capitulo,ø,#normalisation,13,traduction,Non, Non
20676,ø,ø,ø,ø,xiii,ø,ø,ø,#not_apparat,13,traduction,Non, Non
20677,ø,ø,ø,ø,do,ø,ø,ø,#not_apparat,13,traduction,Non, Non
20678,muestra,onviene,muestra,muestra,muestra,muestra,muestra,ø,#lexicale,13,traduction,Non, Non
20679,que,ø,que,que,que,que,que,ø,#not_apparat,13,traduction,Non, Non
20680,son,ø,son,son,son,son,son,ø,#not_apparat,13,traduction,Non, Non
20681,de,de,de,de,de,de,de,ø,#not_apparat,13,traduction,Non, Non
20682,escarnecer,ø,escarneçer,escarneçer,escarneçer,escarnesçer,escarnescer,ø,#graphique,13,traduction,Non, Non
20683,los,ø,los,los,los,los,los,ø,#not_apparat,13,traduction,Non, Non
20684,lidiadores,ø,lidiadores,lidiadores,lidiadores,lidiadores,lidiadores,ø,#not_apparat,13,traduction,Non, Non
20685,que,ø,que,que,que,que,que,ø,#not_apparat,13,traduction,Non, Non
20686,dizen,ø,dizen,dizen,dizen,dyzen,dizen,ø,#graphique,13,traduction,Non, Non
20687,que,ø,que,que,que,que,que,ø,#not_apparat,13,traduction,Non, Non
20688,meior,ø,mejor,mejor,mejor,mejor,mejor,ø,#graphique,13,traduction,Non, Non
20689,ø,ø,ø,ø,ferir,ø,ø,ø,#omission,13,traduction,Non, Non
20690,es,ø,es,es,es,es,es,ø,#not_apparat,13,traduction,Non, Non
20691,ferir,ø,feryr,ferir,ø,ferir,ferir,ø,#omission #lexicale,13,traduction,Non, Non
20692,cortando,notar,cortando,cortando,cortando,cortando,cortando,ø,#lexicale,13,traduction,Non, Non
20693,que,ø,que,que,que,que,que,ø,#not_apparat,13,traduction,Non, Non
20694,estocando,ø,estocando,estocando,estocando,escodando,estocando,ø,#lexicale,13,traduction,Non, Non
20695,Ca,ca,ca,ca,ca,ca,Ca,ø,#graphique,13,traduction,Non, Non
20696,mas,mejor,más,más,más,más,mas,ø,#lexicale,13,traduction,Non, Non
20697,de,de,de,de,de,de,de,ø,#not_apparat,13,traduction,Non, Non
20698,escoger,escoger,escoger,escojer,escoger,escoger,escojer,ø,#graphique,13,traduction,Non, Non
20699,es,ø,es,es,es,es,es,ø,#not_apparat,13,traduction,Non, Non
20700,de,ø,de,de,ø,de,de,ø,#omission,13,traduction,Non, Non
20701,ferir,ferir,ferir,ferir,ferir,ferir,ferir,ø,#not_apparat,13,traduction,Non, Non
20702,de,de,de,de,de,de,de,ø,#not_apparat,13,traduction,Non, Non
20703,las,las,las,las,las,las,las,ø,#not_apparat,13,traduction,Non, Non
20704,puntas,puntas,puntas,puntas,puntas,puntas,puntas,ø,#not_apparat,13,traduction,Non, Non
20705,que,que,que,que,que,que,que,ø,#not_apparat,13,traduction,Non, Non
20706,cortar,cortar,cortar,cortar,cortar,cortar,cortar,ø,#not_apparat,13,traduction,Non, Non
20707,de,de,de,de,de,de,de,ø,#not_apparat,13,traduction,Non, Non
20708,taio,tajo,tajo,tajo,tajo,tajo,tajo,ø,#graphique,13,traduction,Non, Non
20709,E,et,et,E,e,Et,E,ø,#filtre,13,traduction,Non, Non
20710,esto,esto,esto,esto,esto,esto,esto,ø,#not_apparat,13,traduction,Non, Non
20711,muestra,muestra,muestra,muestra,muestra,muestra,muestra,ø,#not_apparat,13,traduction,Non, Non
20712,ø,e,ø,ø,e,ø,ø,ø,#not_apparat,13,traduction,Non, Non
20713,ø,prueva,ø,ø,prueva,ø,ø,ø,#not_apparat,13,traduction,Non, Non
20714,en,en,en,en,en,en,ø,ø,#not_apparat,13,traduction,Non, Non
20715,este,este,este,este,este,este,eneste,ø,#lexicale,13,traduction,Non, Non
20716,capitulo,capítulo,capítulo,capítulo,capítulo,capítulo,capitulo,ø,#normalisation,13,traduction,Non, Non
20717,por,por,por,por,por,por,por,ø,#not_apparat,13,traduction,Non, Non
20718,cinco,çinco,çinco,çinco,çinco,çinco,cinco,ø,#lexicale,13,traduction,Non, Non
20719,razones,rrazones,razones,razones,rrazones,razones,razones,ø,#graphique,13,traduction,Non, Non
20720,la,La,La,La,La,La,La,ø,#graphique,13,traduction,Non, Non
20721,primera,primera,primera,primera,primera,primera,primera,ø,#not_apparat,13,traduction,Non, Non
20722,se,se,se,se,se,se,se,ø,#not_apparat,13,traduction,Non, Non
20723,toma,toma,toma,toma,toma,toma,toma,ø,#not_apparat,13,traduction,Non, Non
20724,ø,ø,por,ø,ø,de,ø,ø,#lexicale,13,traduction,Non, Non
20725,ø,ø,ø,ø,ø,parte,ø,ø,#not_apparat,13,traduction,Non, Non
20726,del,del,ø,del,del,del,del,ø,#not_apparat,13,traduction,Non, Non
20727,defendimiento,defendimiento,defendimiento,defendimiento,defendimiento,defendimiento,defendimiento,ø,#not_apparat,13,traduction,Non, Non
20728,de,de,de,de,ø,de,de,ø,#not_apparat,13,traduction,Non, Non
20729,las,las,las,las,ø,las,las,ø,#not_apparat,13,traduction,Non, Non
20730,armas,armas,armas,armas,ø,armas,armas,ø,#not_apparat,13,traduction,Non, Non
20731,Ca,ca,Ca,Ca,ø,Ca,ca,ø,#graphique,13,traduction,Non, Non
20732,quando,quanto,quanto,quanto,ø,quanto,quanto,ø,#lexicale,13,traduction,Non, Non
20733,el,el,el,el,ø,el,el,ø,#not_apparat,13,traduction,Non, Non
20734,espada,espada,espada,espada,ø,espada,espada,ø,#not_apparat,13,traduction,Non, Non
20735,o,o,ø,o,ø,o,o,ø,#not_apparat,13,traduction,Non, Non
20736,el,el,ø,el,ø,el,el,ø,#not_apparat,13,traduction,Non, Non
20737,cochillo,cuchillo,ø,cuchillo,ø,cuchillo,cuchillo,ø,#graphique,13,traduction,Non, Non
20738,mas,más,más,más,ø,más,mas,ø,#normalisation,13,traduction,Non, Non
20739,ha,ha,ha,ha,ø,ha,ha,ø,#not_apparat,13,traduction,Non, Non
20740,de,de,de,de,ø,de,de,ø,#not_apparat,13,traduction,Non, Non
20741,cortar,cortar,cortar,cortar,ø,cortar,cortar,ø,#not_apparat,13,traduction,Non, Non
20742,de,de,de,de,de,de,de,ø,#not_apparat,13,traduction,Non, Non
20743,las,las,las,las,las,las,las,ø,#not_apparat,13,traduction,Non, Non
20744,armas,armas,armas,armas,armas,armas,armas,ø,#not_apparat,13,traduction,Non, Non
20745,mas,más,más,más,más,más,mas,ø,#normalisation,13,traduction,Non, Non
20746,tarde,tarde,tarde,tarde,tarde,tarde,tarde,ø,#not_apparat,13,traduction,Non, Non
20747,viene,viene,viene,viene,viene,viene,viene,ø,#not_apparat,13,traduction,Non, Non
20748,el,el,el,el,el,el,el,ø,#not_apparat,13,traduction,Non, Non
20749,golpe,golpe,golpe,golpe,golpe,golpe,golpe,ø,#not_apparat,13,traduction,Non, Non
20750,a,a,a,a,a,a,a,ø,#not_apparat,13,traduction,Non, Non
20751,la,la,la,la,la,la,la,ø,#not_apparat,13,traduction,Non, Non
20752,carrne,carne,carne,carne,carne,carne,carne,ø,#graphique,13,traduction,Non, Non
20753,E,Et,Et,E,e,E,e,ø,#filtre,13,traduction,Non, Non
20754,esto,esto,esto,esto,esto,esto,esto,ø,#not_apparat,13,traduction,Non, Non
20755,es,es,es,es,ø,es,es,ø,#omission #transposition,13,traduction,Non, Non
20756,ya,ya,ya,ya,ya,ya,ya,ø,#not_apparat,13,traduction,Non, Non
20757,ø,ø,ø,ø,es,ø,ø,ø,#omission #transposition,13,traduction,Non, Non
20758,prouado,provado,provado,provado,provado,provado,prouado,ø,#graphique,13,traduction,Non, Non
20759,muchas,muchas,muchas,muchas,muchas,muchas,muchas,ø,#not_apparat,13,traduction,Non, Non
20760,vezes,vezes,vezes,vezes,vezes,vezes,vezes,ø,#not_apparat,13,traduction,Non, Non
20761,E,Et,et,E,e,Et,E,ø,#filtre,13,traduction,Non, Non
20762,por,por,por,por,por,por,por,ø,#not_apparat,13,traduction,Non, Non
20763,ende,ende,ende,ende,ende,ende,ende,ø,#not_apparat,13,traduction,Non, Non
20764,los,los,los,los,los,los,los,ø,#not_apparat,13,traduction,Non, Non
20765,maestros,maestros,maestros,maestros,maestros,maestros,maestros,ø,#not_apparat,13,traduction,Non, Non
20766,de,de,de,de,de,de,de,ø,#not_apparat,13,traduction,Non, Non
20767,las,las,las,las,las,las,las,ø,#not_apparat,13,traduction,Non, Non
20768,armas,armas,armas,armas,armas,armas,armas,ø,#not_apparat,13,traduction,Non, Non
20769,mandan,mandan,mandan,mandan,mandan,mandan,mandan,ø,#not_apparat,13,traduction,Non, Non
20770,fazer,fazer,fazer,fazer,fazer,fazer,fazer,ø,#not_apparat,13,traduction,Non, Non
20771,las,las,las,las,las,ø,las,ø,#omission,13,traduction,Non, Non
20772,lorigas,lorigas,lorigas,lorigas,lorigas,lorigas,lorigas,ø,#not_apparat,13,traduction,Non, Non
20773,anchas,anchas,anchas,anchas,anchas,anchas,anchas,ø,#not_apparat,13,traduction,Non, Non
20774,por,por,por,por,por,por,por,ø,#not_apparat,13,traduction,Non, Non
