Index,A,B,G,J,Q,R,Z,U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U
1578,y,ø,ø,ø,ø,ø,ø,ø,16,glose,Non, Non,1578,2,0,0,0,0,0,0,0
1579,otras,ø,otras,otras,ø,otras,otras,ø,16,glose,Non, Non,1579,2,0,2,2,0,2,2,0
1580,ø,otras,ø,ø,otras,ø,ø,ø,16,glose,Non, Non,1580,0,1,0,0,1,0,0,0
1581,ø,se,ø,se,se,se,ø,ø,16,glose,Non, Non,1581,0,1,0,1,1,1,0,0
1582,e,e,e,ø,e,e,e,ø,16,glose,Non, Non,1582,1,1,1,0,1,1,1,0
1583,de,ø,de,de,ø,de,de,ø,16,glose,Non, Non,1583,2,0,2,2,0,2,2,0
1584,ø,e,ø,ø,ø,ø,ø,ø,16,glose,Non, Non,1584,0,2,0,0,0,0,0,0
1585,alinde,ø,alindo,alhinde,cañados,alhynde,alinde,ø,16,glose,Non, Non,1585,3,0,3,3,2,3,3,0
1586,ø,los,ø,ø,los,ø,ø,ø,16,glose,Non, Non,1586,0,1,0,0,1,0,0,0
1587,ø,ø,ø,ø,los,ø,ø,ø,16,glose,Non, Non,1587,0,0,0,0,1,0,0,0
1588,que,que,que,que,ø,ø,que,ø,16,glose,Non, Non,1588,2,2,2,2,0,0,2,0
1589,tienpo,tienpo,tienpo,tienpo,ø,tienpo,tienpo,ø,16,glose,Non, Non,1589,2,2,2,2,0,2,2,0
1590,en,en,ø,en,en,en,en,ø,16,glose,Non, Non,1590,1,1,0,1,1,1,1,0
1591,ø,ø,ø,ø,ø,de,ø,ø,17,,Non, Non,1591,0,0,0,0,0,2,0,0
1592,se,se,ø,se,se,non,se,ø,17,,Non, Non,1592,3,3,0,3,3,1,3,0
1593,ø,la,la,ø,la,ø,la,ø,17,,Non, Non,1593,0,1,1,0,1,0,1,0
1594,ø,primero,primero,primero,primero,primero,primero,ø,17,traduction,Non, Non,1594,0,1,1,1,1,1,1,0
1595,por,ø,por,por,por,por,por,ø,17,traduction,Non, Non,1595,1,0,1,1,1,1,1,0
1596,por,por,por,por,por,ø,por,ø,17,traduction,Non, Non,1596,1,1,1,1,1,0,1,0
1597,en,en,en,en,ø,en,en,ø,17,traduction,Non, Non,1597,2,2,2,2,0,2,2,0
1598,ø,ellos,ø,ø,ellos,ø,ø,ø,17,traduction,Non, Non,1598,0,1,0,0,1,0,0,0
1599,e,ø,e,e,ø,e,e,ø,17,traduction,Non, Non,1599,2,0,2,2,0,2,2,0
1600,de,ø,de,de,ø,de,de,ø,17,traduction,Non, Non,1600,2,0,2,2,0,2,2,0
1601,ø,en,de,ø,en,ø,ø,ø,17,traduction,Non, Non,1601,0,1,3,0,1,0,0,0
1602,ø,en,ø,ø,ø,ø,ø,ø,17,traduction,Non, Non,1602,0,2,0,0,0,0,0,0
1603,ø,otros,ø,ø,otros,ø,ø,ø,17,traduction,Non, Non,1603,0,1,0,0,1,0,0,0
1604,otros,ø,otros,otros,ø,otros,otros,ø,17,traduction,Non, Non,1604,2,0,2,2,0,2,2,0
1605,ø,ø,ø,ø,de,ø,ø,ø,17,traduction,Non, Non,1605,0,0,0,0,1,0,0,0
1606,las,las,las,las,ø,las,las,ø,17,traduction,Non, Non,1606,2,2,2,2,0,2,2,0
1607,por,ø,por,por,por,por,por,ø,17,traduction,Non, Non,1607,1,0,1,1,1,1,1,0
1608,es,ø,es,es,es,es,es,ø,17,traduction,Non, Non,1608,1,0,1,1,1,1,1,0
1609,ø,ø,ø,ø,e,ø,ø,ø,17,traduction,Non, Non,1609,0,0,0,0,1,0,0,0
1610,es,es,es,es,ø,es,es,ø,17,traduction,Non, Non,1610,2,2,2,2,0,2,2,0
1611,ø,de,ø,ø,ø,ø,ø,ø,17,traduction,Non, Non,1611,0,2,0,0,0,0,0,0
1612,ø,ø,a,ø,ø,ø,ø,ø,17,traduction,Non, Non,1612,0,0,2,0,0,0,0,0
1613,en,ø,en,en,ø,en,en,ø,17,traduction,Non, Non,1613,2,0,2,2,0,2,2,0
1614,algunas,algunas,algunas,ø,algunas,ø,algunas,ø,17,traduction,Non, Non,1614,1,1,1,0,1,0,1,0
1615,ø,ø,quando,ø,de,ø,ø,ø,17,traduction,Non, Non,1615,0,0,1,0,3,0,0,0
1616,dentro,dentro,ø,dentro,dentro,dentro,dentro,ø,17,traduction,Non, Non,1616,1,1,0,1,1,1,1,0
1617,por,ø,por,por,ø,por,por,ø,17,traduction,Non, Non,1617,2,0,2,2,0,2,2,0
1618,ø,ø,ø,ø,los,ø,ø,ø,17,traduction,Non, Non,1618,0,0,0,0,1,0,0,0
1619,el,el,el,el,el,ø,el,ø,17,traduction,Non, Non,1619,1,1,1,1,1,0,1,0
1620,mas,mas,ø,mas,mas,mas,mas,ø,17,traduction,Non, Non,1620,1,1,0,1,1,1,1,0
1621,ø,ø,tan,ø,ø,ø,ø,ø,17,traduction,Non, Non,1621,0,0,2,0,0,0,0,0
1622,se,se,se,se,ø,se,se,ø,17,traduction,Non, Non,1622,2,2,2,2,0,2,2,0
1623,ø,ø,ø,ø,ø,que,ø,ø,17,glose,Non, Non,1623,0,0,0,0,0,2,0,0
1624,ø,el,el,el,el,el,el,ø,17,glose,Non, Non,1624,0,1,1,1,1,1,1,0
1625,ø,sus,ø,ø,sus,ø,ø,ø,17,glose,Non, Non,1625,0,1,0,0,1,0,0,0
1626,ø,grandes,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1626,0,2,0,0,0,0,0,0
1627,las,las,las,las,ø,las,las,ø,17,glose,Non, Non,1627,2,2,2,2,0,2,2,0
1628,las,las,las,las,ø,las,las,ø,17,glose,Non, Non,1628,2,2,2,2,0,2,2,0
1629,ø,ø,ø,ø,e,ø,ø,ø,17,glose,Non, Non,1629,0,0,0,0,1,0,0,0
1630,ø,ø,ø,se,ø,se,ø,ø,17,glose,Non, Non,1630,0,0,0,2,0,2,0,0
1631,muy,muy,muy,ø,muy,mucha,muy,ø,17,glose,Non, Non,1631,2,2,2,0,2,1,2,0
1632,ø,ø,ø,mucho,ø,ø,ø,ø,17,glose,Non, Non,1632,0,0,0,2,0,0,0,0
1633,ø,ø,ø,dichas,ø,dichas,ø,ø,17,glose,Non, Non,1633,0,0,0,2,0,2,0,0
1634,ø,ella,ella,ella,ella,ella,ella,ø,17,glose,Non, Non,1634,0,1,1,1,1,1,1,0
1635,e,e,e,e,ø,e,e,ø,17,glose,Non, Non,1635,2,2,2,2,0,2,2,0
1636,don,don,don,don,don,ø,don,ø,17,glose,Non, Non,1636,1,1,1,1,1,0,1,0
1637,ø,dezían,ø,dezían,ø,dezían,ø,ø,17,glose,Non, Non,1637,0,2,0,2,0,2,0,0
1638,que,ø,que,que,ø,que,que,ø,17,glose,Non, Non,1638,2,0,2,2,0,2,2,0
1639,dicha,ø,dicha,dicha,ø,dicha,dicha,ø,17,glose,Non, Non,1639,2,0,2,2,0,2,2,0
1640,ellas,muy,ellas,ellas,muy,ø,ellas,ø,17,glose,Non, Non,1640,1,2,1,1,2,0,1,0
1641,dellas,ø,dellas,dellas,ø,dellas,dellas,ø,17,glose,Non, Non,1641,2,0,2,2,0,2,2,0
1642,ella,ø,ella,ella,ø,ø,ella,ø,17,glose,Non, Non,1642,2,0,2,2,0,0,2,0
1643,la,ø,la,la,ø,la,la,ø,17,glose,Non, Non,1643,2,0,2,2,0,2,2,0
1644,ø,la,la,la,la,la,la,ø,17,glose,Non, Non,1644,0,1,1,1,1,1,1,0
1645,ø,de,ø,ø,de,ø,ø,ø,17,glose,Non, Non,1645,0,1,0,0,1,0,0,0
1646,ø,ø,ø,ø,la,ø,ø,ø,17,glose,Non, Non,1646,0,0,0,0,1,0,0,0
1647,ø,la,la,la,la,ø,la,ø,17,glose,Non, Non,1647,0,1,1,1,1,0,1,0
1648,dicḣa,dicha,dicha,dicha,ø,ø,dicha,ø,17,glose,Non, Non,1648,2,3,3,3,0,0,3,0
1649,ø,el,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1649,0,2,0,0,0,0,0,0
1650,ø,ø,ø,ø,el,ø,ø,ø,17,glose,Non, Non,1650,0,0,0,0,1,0,0,0
1651,que,que,que,que,ø,que,que,ø,17,glose,Non, Non,1651,2,2,2,2,0,2,2,0
1652,mejor,ø,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1652,2,0,0,0,0,0,0,0
1653,ø,ø,ø,ø,e,ø,ø,ø,17,glose,Non, Non,1653,0,0,0,0,1,0,0,0
1654,que,que,que,que,ø,que,que,ø,17,glose,Non, Non,1654,2,2,2,2,0,2,2,0
1655,que,que,que,que,que,ø,que,ø,17,glose,Non, Non,1655,1,1,1,1,1,0,1,0
1656,el,ø,él,él,así,ø,el,ø,17,glose,Non, Non,1656,3,0,2,2,1,0,3,0
1657,ø,ø,de,ø,de,de,ø,ø,17,glose,Non, Non,1657,0,0,1,0,1,1,0,0
1658,que,que,que,que,que,ø,que,ø,17,glose,Non, Non,1658,1,1,1,1,1,0,1,0
1659,el,ø,el,el,ø,quel,el,ø,17,glose,Non, Non,1659,1,0,1,1,0,2,1,0
1660,ø,et,ø,ø,et,ø,ø,ø,17,glose,Non, Non,1660,0,1,0,0,1,0,0,0
1661,ø,ø,e,ø,ø,ø,ø,ø,17,glose,Non, Non,1661,0,0,2,0,0,0,0,0
1662,ø,el,ø,ø,el,ø,ø,ø,17,glose,Non, Non,1662,0,1,0,0,1,0,0,0
1663,ø,ø,otro,ø,ø,ø,ø,ø,17,glose,Non, Non,1663,0,0,2,0,0,0,0,0
1664,en,en,en,en,ø,en,en,ø,17,glose,Non, Non,1664,2,2,2,2,0,2,2,0
1665,ø,rrazón,ø,ø,rrazón,ø,ø,ø,17,glose,Non, Non,1665,0,1,0,0,1,0,0,0
1666,ø,e,e,e,ø,e,e,ø,17,glose,Non, Non,1666,0,2,2,2,0,2,2,0
1667,ø,es,es,es,es,es,es,ø,17,glose,Non, Non,1667,0,1,1,1,1,1,1,0
1668,la,la,la,la,ø,ø,la,ø,17,glose,Non, Non,1668,2,2,2,2,0,0,2,0
1669,ø,ninguna,ø,ø,ninguna,ø,ø,ø,17,glose,Non, Non,1669,0,1,0,0,1,0,0,0
1670,ø,todo,ø,ø,todo,ø,ø,ø,17,glose,Non, Non,1670,0,1,0,0,1,0,0,0
1671,ø,ø,primeramente,ø,primero,ø,ø,ø,17,glose,Non, Non,1671,0,0,2,0,3,0,0,0
1672,por,ø,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1672,2,0,0,0,0,0,0,0
1673,tal,tal,tal,tal,ø,tal,tal,ø,17,glose,Non, Non,1673,2,2,2,2,0,2,2,0
1674,la,la,la,la,ø,la,la,ø,17,glose,Non, Non,1674,2,2,2,2,0,2,2,0
1675,ø,ø,ø,ø,mançana,ø,ø,ø,17,glose,Non, Non,1675,0,0,0,0,1,0,0,0
1676,menester,ø,menester,menester,menester,menester,menester,ø,17,glose,Non, Non,1676,1,0,1,1,1,1,1,0
1677,ø,ø,ø,mi,ø,mi,mi,ø,17,glose,Non, Non,1677,0,0,0,2,0,2,2,0
1678,ø,que,que,que,que,que,que,ø,17,glose,Non, Non,1678,0,1,1,1,1,1,1,0
1679,el,el,el,el,ø,el,el,ø,17,glose,Non, Non,1679,2,2,2,2,0,2,2,0
1680,doña,doña,doña,doña,ø,ø,doña,ø,17,glose,Non, Non,1680,2,2,2,2,0,0,2,0
1681,en,ø,en,en,ø,en,en,ø,17,glose,Non, Non,1681,2,0,2,2,0,2,2,0
1682,por,por,por,por,por,por,ø,ø,17,glose,Non, Non,1682,1,1,1,1,1,1,0,0
1683,ø,ø,ø,ø,ø,que,que,ø,17,glose,Non, Non,1683,0,0,0,0,0,2,2,0
1684,lo,ø,lo,lo,lo,lo,lo,ø,17,glose,Non, Non,1684,1,0,1,1,1,1,1,0
1685,que,que,que,que,que,ø,que,ø,17,glose,Non, Non,1685,1,1,1,1,1,0,1,0
1686,ø,ø,ø,ø,ø,allá,ø,ø,17,glose,Non, Non,1686,0,0,0,0,0,2,0,0
1687,muy,muy,muy,ø,muy,ø,muy,ø,17,glose,Non, Non,1687,1,1,1,0,1,0,1,0
1688,muy,ø,muy,muy,ø,muy,muy,ø,17,glose,Non, Non,1688,2,0,2,2,0,2,2,0
1689,ø,el,el,el,el,el,el,ø,17,glose,Non, Non,1689,0,1,1,1,1,1,1,0
1690,ø,dél,ø,ø,dél,ø,ø,ø,17,glose,Non, Non,1690,0,1,0,0,1,0,0,0
1691,en,en,ø,en,ø,en,en,ø,17,glose,Non, Non,1691,2,2,0,2,0,2,2,0
1692,ante,ante,ante,ø,ante,ø,ante,ø,17,glose,Non, Non,1692,1,1,1,0,1,0,1,0
1693,ø,le,le,le,ø,le,le,ø,17,glose,Non, Non,1693,0,2,2,2,0,2,2,0
1694,ø,conplida,ø,ø,conplida,ø,ø,ø,17,glose,Non, Non,1694,0,1,0,0,1,0,0,0
1695,dicha,ø,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1695,2,0,0,0,0,0,0,0
1696,ø,ø,ø,ø,todas,ø,ø,ø,17,glose,Non, Non,1696,0,0,0,0,1,0,0,0
1697,ø,Et,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1697,0,2,0,0,0,0,0,0
1698,ø,Venus,ø,Venus,ø,ø,ø,ø,17,glose,Non, Non,1698,0,2,0,2,0,0,0,0
1699,ø,ø,ø,en,ø,en,en,ø,17,glose,Non, Non,1699,0,0,0,2,0,2,2,0
1700,se,se,se,se,se,ø,se,ø,17,glose,Non, Non,1700,1,1,1,1,1,0,1,0
1701,el,el,ø,el,el,ø,el,ø,17,glose,Non, Non,1701,1,1,0,1,1,0,1,0
1702,se,ø,se,se,se,se,se,ø,17,glose,Non, Non,1702,1,0,1,1,1,1,1,0
1703,ø,a,a,a,a,a,a,ø,17,glose,Non, Non,1703,0,1,1,1,1,1,1,0
1704,mucho,ø,mucho,mucho,ø,mucho,mucho,ø,17,glose,Non, Non,1704,2,0,2,2,0,2,2,0
1705,que,ø,que,que,que,ø,que,ø,17,glose,Non, Non,1705,1,0,1,1,1,0,1,0
1706,ø,él,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1706,0,2,0,0,0,0,0,0
1707,ø,ø,ø,ø,ø,ø,se,ø,17,glose,Non, Non,1707,0,0,0,0,0,0,2,0
1708,por,por,por,ø,por,por,por,ø,17,glose,Non, Non,1708,1,1,1,0,1,1,1,0
1709,ø,a,a,a,a,a,a,ø,17,glose,Non, Non,1709,0,1,1,1,1,1,1,0
1710,ø,que,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1710,0,2,0,0,0,0,0,0
1711,ø,ella,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1711,0,2,0,0,0,0,0,0
1712,ø,la,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1712,0,2,0,0,0,0,0,0
1713,ø,ø,ø,ø,muy,ø,ø,ø,17,glose,Non, Non,1713,0,0,0,0,1,0,0,0
1714,ø,liar,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1714,0,2,0,0,0,0,0,0
1715,ø,ø,ø,ø,lo,ø,ø,ø,17,glose,Non, Non,1715,0,0,0,0,1,0,0,0
1716,ø,los,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1716,0,2,0,0,0,0,0,0
1717,ø,vos,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1717,0,2,0,0,0,0,0,0
1718,ø,ø,ø,ø,e,ø,ø,ø,17,glose,Non, Non,1718,0,0,0,0,1,0,0,0
1719,ø,le,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1719,0,2,0,0,0,0,0,0
1720,ø,non,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1720,0,2,0,0,0,0,0,0
1721,ø,él,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1721,0,2,0,0,0,0,0,0
1722,ø,barato,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1722,0,2,0,0,0,0,0,0
1723,ø,más,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1723,0,2,0,0,0,0,0,0
1724,ø,ø,ø,ø,vos,ø,ø,ø,17,glose,Non, Non,1724,0,0,0,0,1,0,0,0
1725,ø,en,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1725,0,2,0,0,0,0,0,0
1726,ø,ø,ø,ø,allí,ø,ø,ø,17,glose,Non, Non,1726,0,0,0,0,1,0,0,0
1727,ø,estando,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1727,0,2,0,0,0,0,0,0
1728,ø,,,ø,ø,ø,ø,ø,ø,17,glose,Non,1728,0,2,0,0,0,0,0,0
1729,ø,ø,ø,ø,estava,ø,ø,ø,17,glose,Non, Non,1729,0,0,0,0,1,0,0,0
1730,ø,su,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1730,0,2,0,0,0,0,0,0
1731,ø,ø,ø,ø,a,ø,ø,ø,17,glose,Non, Non,1731,0,0,0,0,1,0,0,0
1732,ø,que,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1732,0,2,0,0,0,0,0,0
1733,ø,çientos,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1733,0,2,0,0,0,0,0,0
1734,ø,ø,ø,ø,los,ø,ø,ø,17,glose,Non, Non,1734,0,0,0,0,1,0,0,0
1735,ø,destruyda,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1735,0,2,0,0,0,0,0,0
1736,ø,doña,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1736,0,2,0,0,0,0,0,0
1737,ø,la,ø,ø,ø,ø,ø,ø,17,glose,Non, Non,1737,0,2,0,0,0,0,0,0
1738,ø,ø,ø,ø,·,ø,ø,ø,18,,Non, Non,1738,0,0,0,0,1,0,0,0
1739,muestra,muestra,muestra,muestra,ø,se,demuestra,ø,18,,Non, Non,1739,1,1,1,1,0,4,3,0
1740,ø,los,los,los,los,ø,los,ø,18,,Non, Non,1740,0,1,1,1,1,0,1,0
1741,quales,quales,quales,quales,quales,ø,quales,ø,18,,Non, Non,1741,1,1,1,1,1,0,1,0
1742,ø,ø,que,ø,ø,ø,ø,ø,18,traduction,Non, Non,1742,0,0,2,0,0,0,0,0
1743,ø,se,ø,ø,se,ø,ø,ø,18,traduction,Non, Non,1743,0,1,0,0,1,0,0,0
1744,ø,ø,ø,ø,de,ø,ø,ø,18,traduction,Non, Non,1744,0,0,0,0,1,0,0,0
1745,de,de,de,de,ø,de,de,ø,18,traduction,Non, Non,1745,2,2,2,2,0,2,2,0
1746,las,ø,las,las,las,las,las,ø,18,traduction,Non, Non,1746,1,0,1,1,1,1,1,0
1747,se,se,se,ø,se,se,se,ø,18,traduction,Non, Non,1747,1,1,1,0,1,1,1,0
1748,nos,nos,ø,nos,ø,ø,nos,ø,18,traduction,Non, Non,1748,2,2,0,2,0,0,2,0
1749,ø,e,ø,ø,e,ø,ø,ø,18,traduction,Non, Non,1749,0,1,0,0,1,0,0,0
1750,de,de,ø,de,de,de,de,ø,18,traduction,Non, Non,1750,1,1,0,1,1,1,1,0
1751,ø,de,ø,ø,de,ø,ø,ø,18,traduction,Non, Non,1751,0,1,0,0,1,0,0,0
1752,por,con,por,por,ø,por,por,ø,18,traduction,Non, Non,1752,1,3,1,1,0,1,1,0
1753,el,el,el,el,ø,el,el,ø,18,traduction,Non, Non,1753,2,2,2,2,0,2,2,0
1754,o,ø,ø,o,ø,o,o,ø,18,traduction,Non, Non,1754,2,0,0,2,0,2,2,0
1755,ø,el,el,el,el,el,el,ø,18,traduction,Non, Non,1755,0,1,1,1,1,1,1,0
1756,ø,el,el,el,el,el,el,ø,18,traduction,Non, Non,1756,0,1,1,1,1,1,1,0
1757,a,a,a,a,ø,a,a,ø,18,traduction,Non, Non,1757,2,2,2,2,0,2,2,0
1758,a,a,a,ø,ø,muy,a,ø,18,traduction,Non, Non,1758,1,1,1,0,0,3,1,0
1759,to,ø,ø,ø,ø,ø,ø,ø,18,traduction,Non, Non,1759,2,0,0,0,0,0,0,0
1760,ø,ø,ø,ø,ø,ø,la,ø,18,traduction,Non, Non,1760,0,0,0,0,0,0,2,0
1761,baxo,baxo,baxo,baxo,ø,baxo,baxo,ø,18,traduction,Non, Non,1761,2,2,2,2,0,2,2,0
1762,ø,ø,ø,ø,ø,ø,a,ø,18,traduction,Non, Non,1762,0,0,0,0,0,0,2,0
1763,ø,el,el,el,el,el,el,ø,18,traduction,Non, Non,1763,0,1,1,1,1,1,1,0
1764,ø,ø,ø,los,ø,los,ø,ø,18,traduction,Non, Non,1764,0,0,0,2,0,2,0,0
1765,ø,la,ø,ø,ø,ø,ø,ø,18,traduction,Non, Non,1765,0,2,0,0,0,0,0,0
1766,ø,Et,Et,ø,ø,ø,ø,ø,18,traduction,Non, Non,1766,0,2,2,0,0,0,0,0
1767,ha,ha,ha,ha,ø,ha,ha,ø,18,traduction,Non, Non,1767,2,2,2,2,0,2,2,0
1768,ayuntado,ø,ayuntado,ayuntado,ayuntado,ayuntado,ayuntado,ø,18,traduction,Non, Non,1768,1,0,1,1,1,1,1,0
1769,ø,ø,ø,ø,e,ø,ø,ø,18,traduction,Non, Non,1769,0,0,0,0,1,0,0,0
1770,que,que,que,que,Et,ø,que,ø,18,traduction,Non, Non,1770,1,1,1,1,3,0,1,0
1771,que,que,que,que,ø,ø,que,ø,18,traduction,Non, Non,1771,2,2,2,2,0,0,2,0
1772,ø,Et,ø,ø,Et,ø,ø,ø,18,traduction,Non, Non,1772,0,1,0,0,1,0,0,0
1773,ø,ø,ø,ø,es,ø,ø,ø,18,traduction,Non, Non,1773,0,0,0,0,1,0,0,0
1774,o,ø,o,o,e,o,o,ø,18,traduction,Non, Non,1774,3,0,3,3,1,3,3,0
1775,ø,fuerça,fuerça,fuerça,fuerça,fuerça,fuerça,ø,18,traduction,Non, Non,1775,0,1,1,1,1,1,1,0
1776,ø,otros,ø,ø,otros,ø,ø,ø,18,traduction,Non, Non,1776,0,1,0,0,1,0,0,0
1777,ø,ø,ø,ø,omne,ø,ø,ø,18,traduction,Non, Non,1777,0,0,0,0,1,0,0,0
1778,e,e,e,ø,e,e,e,ø,18,traduction,Non, Non,1778,1,1,1,0,1,1,1,0
1779,de,de,de,de,ø,de,de,ø,18,traduction,Non, Non,1779,2,2,2,2,0,2,2,0
1780,ø,ø,maneras,ø,ø,ø,ø,ø,18,traduction,Non, Non,1780,0,0,2,0,0,0,0,0
1781,estas,ø,ø,estas,estas,estas,estas,ø,18,traduction,Non, Non,1781,1,0,0,1,1,1,1,0
1782,a,a,ø,a,a,a,a,ø,18,traduction,Non, Non,1782,1,1,0,1,1,1,1,0
1783,ø,ø,ø,a,ø,a,a,ø,18,traduction,Non, Non,1783,0,0,0,2,0,2,2,0
1784,ø,o,ø,ø,ø,ø,ø,ø,18,traduction,Non, Non,1784,0,2,0,0,0,0,0,0
1785,ø,ø,de,de,ø,de,de,ø,18,glose,Non, Non,1785,0,0,2,2,0,2,2,0
1786,que,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,1786,2,0,0,0,0,0,0,0
1787,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,1787,0,0,2,2,0,2,2,0
1788,entodo,ø,ø,todo,ø,ø,todo,ø,18,glose,Non, Non,1788,3,0,0,2,0,0,2,0
1789,ø,ø,el,el,ø,el,el,ø,18,glose,Non, Non,1789,0,0,2,2,0,2,2,0
1790,ø,ø,todo,ø,ø,ø,ø,ø,18,glose,Non, Non,1790,0,0,2,0,0,0,0,0
1791,ø,ø,para,para,ø,para,para,ø,18,glose,Non, Non,1791,0,0,2,2,0,2,2,0
1792,ø,ø,a,a,ø,a,a,ø,18,glose,Non, Non,1792,0,0,2,2,0,2,2,0
1793,les,ø,ø,los,ø,los,les,ø,18,glose,Non, Non,1793,3,0,0,1,0,1,3,0
1794,e,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,1794,2,0,0,0,0,0,0,0
1795,ø,ø,ø,ø,ø,ø,se,ø,18,glose,Non, Non,1795,0,0,0,0,0,0,2,0
1796,ø,ø,con,con,ø,con,con,ø,18,glose,Non, Non,1796,0,0,2,2,0,2,2,0
1797,ø,ø,de,de,ø,de,de,ø,18,glose,Non, Non,1797,0,0,2,2,0,2,2,0
1798,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,1798,0,0,2,2,0,2,2,0
1799,ø,ø,es,es,ø,es,es,ø,18,glose,Non, Non,1799,0,0,2,2,0,2,2,0
1800,ø,ø,de,de,ø,de,de,ø,18,glose,Non, Non,1800,0,0,2,2,0,2,2,0
1801,vos,ø,ø,ø,ø,ø,vos,ø,18,glose,Non, Non,1801,2,0,0,0,0,0,2,0
1802,a,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,1802,2,0,0,0,0,0,0,0
1803,ø,ø,ø,ø,ø,Et,ø,ø,18,glose,Non, Non,1803,0,0,0,0,0,2,0,0
1804,ø,ø,a,ø,ø,ø,a,ø,18,glose,Non, Non,1804,0,0,2,0,0,0,2,0
1805,ø,ø,tan,tan,ø,tan,tan,ø,18,glose,Non, Non,1805,0,0,2,2,0,2,2,0
1806,ø,ø,e,e,ø,e,e,ø,18,glose,Non, Non,1806,0,0,2,2,0,2,2,0
1807,ø,ø,se,se,ø,se,se,ø,18,glose,Non, Non,1807,0,0,2,2,0,2,2,0
1808,le,ø,ø,lo,ø,le,le,ø,18,glose,Non, Non,1808,2,0,0,1,0,2,2,0
1809,ø,ø,a,a,ø,a,a,ø,18,glose,Non, Non,1809,0,0,2,2,0,2,2,0
1810,ø,ø,ø,ø,ø,ø,le,ø,18,glose,Non, Non,1810,0,0,0,0,0,0,2,0
1811,non,ø,non,ø,ø,non,non,ø,18,glose,Non, Non,1811,2,0,2,0,0,2,2,0
1812,trecho,ø,trecho,trecho,ø,ø,ø,ø,18,glose,Non, Non,1812,2,0,2,2,0,0,0,0
1813,ø,ø,ø,ø,ø,maltrecho,ø,ø,18,glose,Non, Non,1813,0,0,0,0,0,2,0,0
1814,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,1814,0,0,2,2,0,2,2,0
1815,vos,ø,ø,vos,ø,ø,vos,ø,18,glose,Non, Non,1815,2,0,0,2,0,0,2,0
1816,el,ø,el,el,ø,el,ø,ø,18,glose,Non, Non,1816,2,0,2,2,0,2,0,0
1817,lo,ø,ø,lo,ø,ø,lo,ø,18,glose,Non, Non,1817,2,0,0,2,0,0,2,0
1818,ø,ø,lo,ø,ø,lo,ø,ø,18,glose,Non, Non,1818,0,0,2,0,0,2,0,0
1819,vos,ø,vos,ø,ø,ø,vos,ø,18,glose,Non, Non,1819,2,0,2,0,0,0,2,0
1820,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,1820,0,0,2,2,0,2,2,0
1821,a,ø,a,a,ø,a,ø,ø,18,glose,Non, Non,1821,2,0,2,2,0,2,0,0
1822,ø,ø,nobles,ø,ø,ø,ø,ø,18,glose,Non, Non,1822,0,0,2,0,0,0,0,0
1823,ø,ø,en,en,ø,en,en,ø,18,glose,Non, Non,1823,0,0,2,2,0,2,2,0
1824,ando,ø,ø,ø,ø,ø,ø,ø,18,glose,Non, Non,1824,2,0,0,0,0,0,0,0
1825,ø,ø,ø,ø,ø,ø,lo,ø,18,glose,Non, Non,1825,0,0,0,0,0,0,2,0
1826,ø,ø,ø,ø,ø,ø,le,ø,18,glose,Non, Non,1826,0,0,0,0,0,0,2,0
1827,ø,ø,la,la,ø,la,la,ø,18,glose,Non, Non,1827,0,0,2,2,0,2,2,0
1828,ø,ø,a,a,ø,a,a,ø,18,glose,Non, Non,1828,0,0,2,2,0,2,2,0
