Index,Mad_A,Mad_B,Mad_G,Sal_J,Esc_Q,Sev_R,Sev_Z,Phil_U,Chapitre, Type, Conserver, Revoir,Index,A,B,G,J,Q,R,Z,U,Notes,Index
2165,que,que,porque,que,que,que,que,ø,17,traduction,Non, Non,2165,1,1,2,1,1,1,1,NA,,2165
2166,nascan,nascan,nascan,nascan,estén,nascan,nascan,ø,17,traduction,Non, Non,2166,2,2,2,2,1,2,2,NA,,2166
2167,sospecha,sospecha,sospecha,sospecha,sospecha,sospechar,sospecha,ø,17,traduction,Non, Non,2167,1,1,1,1,1,2,1,NA,,2167
2168,cuentas,cuevas,cuevas,cuevas,cuevas,cuevas,cueuas,ø,17,traduction,Non, Non,2168,2,1,1,1,1,1,1,NA,,2168
2169,Ca,ca,ca,ca,e,Ca,Ca,ø,17,traduction,Non, Non,2169,2,2,2,2,1,2,2,NA,,2169
2170,ante,ante,ante,ante,ante,antel,ante,ø,17,traduction,Non, Non,2170,1,1,1,1,1,2,1,NA,,2170
2171,carcauas,carcavas,carcavas,carcavas,carcavas,carcavas,carcauas,ø,17,traduction,Non, Non,2171,2,1,1,1,1,1,2,NA,,2171
2172,con,con,con,con,en,con,con,ø,17,traduction,Non, Non,2172,2,2,2,2,1,2,2,NA,,2172
2173,cauados,cavados,cavados,cavados,armados,cavados,cauados,ø,17,traduction,Oui, Non,2173,1,1,1,1,2,1,1,NA,,2173
2174,a,de,a,de,de,de,a,ø,17,traduction,Non, Non,2174,2,1,2,1,1,1,2,NA,,2174
2175,deuen,dévenlo,deven,deven,dévenlo,deven,deuen,ø,17,traduction,Non, Non,2175,1,2,1,1,2,1,1,NA,,2175
2176,e,e,et,e,e,o,e,ø,17,traduction,Non, Non,2176,1,1,2,1,1,3,1,NA,,2176
2177,Ca,E,ca,Ca,e,ca,Ca,ø,17,traduction,Non, Non,2177,2,1,2,2,1,2,2,NA,,2177
2178,tamaño,tamaño,grand,tamaño,tamaño,tamaño,tamaño,ø,17,traduction,Non, Non,2178,1,1,2,1,1,1,1,NA,,2178
2179,conquerida,conquerida,conquerida,conquerida,conquerida,conquerida,conquistada,ø,17,glose,Non, Non,2179,1,1,1,1,1,1,2,NA,,2179
2180,que,que,que,que,e,que,que,ø,17,glose,Non, Non,2180,2,2,2,2,1,2,2,NA,,2180
2181,ese,ese,ese,esse,este,ese,esse,ø,17,glose,Non, Non,2181,2,2,2,2,1,2,2,NA,,2181
2182,delectosa,delectosa,deleytosa,deleytosa,deleytosa,deleytosa,deleytosa,ø,17,glose,Non, Non,2182,2,2,1,1,1,1,1,NA,,2182
2183,enel,en,en,en,en,en,en,ø,17,glose,Non, Non,2183,2,1,1,1,1,1,1,NA,,2183
2184,mas,más,más,más,muy,más,mas,ø,17,glose,Non, Non,2184,1,1,1,1,2,1,1,NA,,2184
2185,paz,paz,paz,paz,paz,az,paz,ø,17,glose,Oui, Non,2185,1,1,1,1,1,2,1,NA,,2185
2186,tracto,cató,tractó,tractó,cató,trató,tracto,ø,17,glose,Oui, Non,2186,1,3,1,1,3,2,1,NA,,2186
2187,como,manera,commo,commo,maneras,commo,como,ø,17,glose,Oui, Non,2187,2,3,1,1,4,1,2,NA,,2187
2188,mouiese,ø,oviesen,moviesse,ø,moviese,mouiesse,ø,17,glose,Oui, Non,2188,1,0,2,1,0,1,1,NA,,2188
2189,enella,en,en,en,en,en,en,ø,17,glose,Non, Non,2189,2,1,1,1,1,1,1,NA,,2189
2190,doña,doña,doña,don,doña,doña,doña,ø,17,glose,Non, Non,2190,1,1,1,2,1,1,1,NA,,2190
2191,terçera,otra,iii°,terçera,otra,terçera,tercera,ø,17,glose,Non, Non,2191,3,1,2,3,1,3,3,NA,,2191
2192,do,do,do,do,do,do,Do,ø,17,glose,Non, Non,2192,1,1,1,1,1,1,2,NA,,2192
2193,entre,entrellas,entre,en,entrellas,entrellas,entre,ø,17,glose,Non, Non,2193,1,3,1,2,3,3,1,NA,,2193
2194,Ca,ca,Ca,Ca,ca,Et,Ca,ø,17,glose,Non, Non,2194,1,1,1,1,1,2,1,NA,,2194
2195,quela,que,que,que,que,que,que,ø,17,glose,Non, Non,2195,2,1,1,1,1,1,1,NA,,2195
2196,deuia,avía,devía,devía,abía,devía,deuia,ø,17,glose,Oui, Non,2196,2,1,2,2,1,2,2,NA,,2196
2197,por,por,por,por,la,por,por,ø,17,glose,Non, Non,2197,2,2,2,2,1,2,2,NA,,2197
2198,cala,ca,Ca,Ca,ca,cada,Ca,ø,17,glose,Non, Non,2198,2,1,1,1,1,3,1,NA,,2198
2199,en,en,en,nin,en,nin,en,ø,17,glose,Non, Non,2199,1,1,1,2,1,2,1,NA,,2199
2200,nin,nin,nin,nin,e,nin,nin,ø,17,glose,Non, Non,2200,2,2,2,2,1,2,2,NA,,2200
2201,al,El,Al,al,Al,Al,al,ø,17,glose,Non, Non,2201,1,2,1,1,1,1,1,NA,,2201
2202,al,el,al,al,al,al,al,ø,17,glose,Non, Non,2202,1,2,1,1,1,1,1,NA,,2202
2203,leuaua,llevava,lleva,levava,levava,llevava,leuaua,ø,17,glose,Non, Non,2203,3,1,1,2,2,1,3,NA,,2203
2204,paris,París,París,París,otro,París,Paris,ø,17,glose,Non, Non,2204,3,2,2,2,1,2,2,NA,,2204
2205,contendiendo,contendiendo,contendiendo,contendiendo,contendiendo,entendyendo,contendiendo,ø,17,glose,Oui, Non,2205,1,1,1,1,1,2,1,NA,,2205
2206,quien,quién,quién,quien,quién,qué,quien,ø,17,glose,Non, Non,2206,2,2,2,2,2,1,2,NA,,2206
2207,leuaria,llevaría,levaría,levaría,levaría,levaría,leuaria,ø,17,glose,Non, Non,2207,1,2,1,1,1,1,1,NA,,2207
2208,mejor,ø,mejoría,ø,ø,ø,mejoria,ø,17,glose,Non, Non,2208,1,0,2,0,0,0,2,NA,,2208
2209,iudgase,dixese,judgase,judgasse,dixiese,judgase,judgase,ø,17,glose,Oui, Non,2209,1,2,1,1,2,1,1,NA,,2209
2210,que,que,que,que,e,que,que,ø,17,glose,Non, Non,2210,2,2,2,2,1,2,2,NA,,2210
2211,ante,antél,ante,ante,antél,antél,ante,ø,17,glose,Non, Non,2211,2,1,2,2,1,1,2,NA,,2211
2212,E,Et,e,E,que,Et,E,ø,17,glose,Non, Non,2212,1,3,1,1,2,3,1,NA,,2212
2213,deuia,devía,devía,devía,abía,avía,deuia,ø,17,glose,Non, Non,2213,2,2,2,2,1,1,2,NA,,2213
2214,andante,,andante,andante,andante,andante,andante,ø,17,glose,Non, Non,2214,1,2,1,1,1,1,1,NA,,2214
2215,terçera,iii°,tercera,terçera,otra,terçera,tercera,ø,17,glose,Non, Non,2215,1,1,1,1,2,1,1,NA,,2215
2216,porque,porque,porque,porque,que,porque,porque,ø,17,glose,Non, Non,2216,2,2,2,2,1,2,2,NA,,2216
2217,tan,tan,atan,tan,atán,tan,tan,ø,17,glose,Non, Non,2217,1,1,2,1,2,1,1,NA,,2217
2218,Judgaredes,judgades,jugaredes,judgaredes,judgades,judgades,judgaredes,ø,17,glose,Non, Non,2218,2,1,3,2,1,1,2,NA,,2218
2219,de,del,de,de,del,de,de,ø,17,glose,Non, Non,2219,2,1,2,2,1,2,2,NA,,2219
2220,auer,aver,aver,aver,aver,aver,auer,ø,17,glose,Non, Non,2220,2,1,1,1,1,1,2,NA,,2220
2221,pos,pos,pos,pos,por,pos,pos,ø,17,glose,Non, Non,2221,2,2,2,2,1,2,2,NA,,2221
2222,de,del,del,del,de,del,de,ø,17,glose,Non, Non,2222,1,2,2,2,1,2,1,NA,,2222
2223,ricas,rreynas,ricas,ricas,rreynas,ricas,ricas,ø,17,glose,Oui, Non,2223,2,1,2,2,1,2,2,NA,,2223
2224,leuar,llevar,levar,levar,levar,llevar,leuar,ø,17,glose,Non, Non,2224,1,2,1,1,1,2,1,NA,,2224
2225,a,a,a,a,a,Ca,a,ø,17,glose,Non, Non,2225,1,1,1,1,1,2,1,NA,,2225
2226,dona,doña,doña,dona,doña,doña,doña,ø,17,glose,Non, Non,2226,2,1,1,2,1,1,1,NA,,2226
2227,prometevos,prométevos,vos,prométevos,vos,prométevos,prometevos,ø,17,glose,Non, Non,2227,1,1,2,1,2,1,1,NA,,2227
2228,e,e,e,e,que,e,e,ø,17,glose,Non, Non,2228,2,2,2,2,1,2,2,NA,,2228
2229,que,ca,que,Ca,ca,ca,que,ø,17,glose,Non, Non,2229,2,1,2,1,1,1,2,NA,,2229
2230,de,de,en,de,de,de,de,ø,17,glose,Non, Non,2230,1,1,2,1,1,1,1,NA,,2230
2231,,fazer,fazer,fazer,fazer,fazer,fazer,ø,17,glose,Non, Non,2231,2,1,1,1,1,1,1,NA,,2231
2232,dona,doña,doña,doña,doña,doña,doña,ø,17,glose,Non, Non,2232,2,1,1,1,1,1,1,NA,,2232
2233,auer,llevar,aver,aver,llevar,aver,auer,ø,17,glose,Non, Non,2233,1,2,1,1,2,1,1,NA,,2233
2234,Ca,Ca,Ca,ca,e,Ca,Ca,ø,17,glose,Non, Non,2234,2,2,2,2,1,2,2,NA,,2234
2235,de,de,de,de,de,a,a,ø,17,glose,Non, Non,2235,1,1,1,1,1,2,2,NA,,2235
2236,alcoholose,alcoholóse,alcoholóse,alcoholósse,alcoholóse,alcoholóse,alcoholose,ø,17,glose,Non, Non,2236,1,2,2,2,2,2,1,NA,,2236
2237,vos,vos,vos,vos,la,ø,vos,ø,17,glose,Non, Non,2237,2,2,2,2,1,0,2,NA,,2237
2238,escogierdes,escogiéredes,escogierdes,escojéredes,escogiéredes,escogeredes,escogieredes,ø,17,glose,Non, Non,2238,1,1,1,1,1,1,1,NA,,2238
2239,a,a,a,a,a,al,a,ø,17,glose,Non, Non,2239,1,1,1,1,1,2,1,NA,,2239
2240,leuase,levase,levase,levasse,llevase,llevase,leuase,ø,17,glose,Non, Non,2240,1,1,1,1,2,2,1,NA,,2240
2241,porque,por,por,por,por,por,por,ø,17,glose,Non, Non,2241,2,1,1,1,1,1,1,NA,,2241
2242,alli,asý,ansí,así,así,asý,asy,ø,17,glose,Non, Non,2242,2,1,1,1,1,1,1,NA,,2242
2243,sueño,sueño,sueño,sueño,lo,sueño,sueño,ø,17,glose,Non, Non,2243,2,2,2,2,1,2,2,NA,,2243
2244,Ca,que,ca,ca,que,Ca,Ca,ø,17,glose,Non, Non,2244,1,2,1,1,2,1,1,NA,,2244
2245,esperto,despertó,despertó,despertó,despertó,despertó,desperto,ø,17,glose,Non, Non,2245,1,2,2,2,2,2,2,NA,,2245
2246,que,qué,qué,qué,qué,qué,porque,ø,17,glose,Non, Non,2246,2,3,3,3,3,3,1,NA,,2246
2247,ouogelo,óvogelo,óvogelo,óvogelo,óvogelo,óvogelo,ouogelo,ø,17,glose,Non, Non,2247,2,1,1,1,1,1,2,NA,,2247
2248,muy,mucho,muy,mucho,mucho,mucho,muy,ø,17,glose,Non, Non,2248,2,1,2,1,1,1,2,NA,,2248
2249,afincadamente,afincadamente,afyncadamente,afincadamente,afincadamente,afyncadamente,afincadamente,ø,17,glose,Non, Non,2249,1,1,2,1,1,2,1,NA,,2249
2250,quier,quienquier,quienquier,quequier,quier,quier,quier,ø,17,glose,Non, Non,2250,3,2,2,1,3,3,3,NA,,2250
2251,que,quel,que,que,que,que,que,ø,17,glose,Non, Non,2251,1,2,1,1,1,1,1,NA,,2251
2252,tomasen,tomasen,tomasen,tomassen,tomasen,matasen,tomasen,ø,17,glose,Oui, Non,2252,2,2,2,2,2,1,2,NA,,2252
2253,e,e,e,e,e,o,e,ø,17,glose,Non, Non,2253,1,1,1,1,1,2,1,NA,,2253
2254,leuasen,llevasen,levasen,levasen,levasen,llevasen,leuasen,ø,17,glose,Non, Non,2254,2,1,2,2,2,1,2,NA,,2254
2255,montana,montaña,montaña,montaña,montaña,montaña,montaña,ø,17,glose,Non, Non,2255,2,1,1,1,1,1,1,NA,,2255
2256,dieronlo,diéronle,diéronlo,diéronlo,diéronlo,diéronlo,dieronlo,ø,17,glose,Non, Non,2256,1,2,1,1,1,1,1,NA,,2256
2257,fue,ovo,fue,fue,ovo,fue,fue,ø,17,glose,Non, Non,2257,2,1,2,2,1,2,2,NA,,2257
2258,enel,en,en,en,en,en,en,ø,17,glose,Non, Non,2258,2,1,1,1,1,1,1,NA,,2258
2259,ouo,ovo,fue,ovo,ovo,ovo,ouo,ø,17,glose,Non, Non,2259,2,2,1,2,2,2,2,NA,,2259
2260,mandolo,mandól,mandólo,mandólo,mandólo,mandólo,mandolo,ø,17,glose,Non, Non,2260,1,2,1,1,1,1,1,NA,,2260
2261,lo,lo,lo,lo,lo,le,lo,ø,17,glose,Non, Non,2261,1,1,1,1,1,2,1,NA,,2261
2262,ouierongelo,oviéronle,ovierongelo,ovierongelo,oviéronle,oviérongelo,ouierongelo,ø,17,glose,Non, Non,2262,1,2,1,1,2,1,1,NA,,2262
2263,a,a,a,a,de,a,a,ø,17,glose,Non, Non,2263,2,2,2,2,1,2,2,NA,,2263
2264,pusole,púsol,,púsole,púsole,púsole,pusole,ø,17,glose,Non, Non,2264,2,2,1,2,2,2,2,NA,,2264
2265,E,E,Et,E,que,Et,E,ø,17,glose,Non, Non,2265,1,1,3,1,2,3,1,NA,,2265
2266,lepuso,puso,puso,puso,ø,puso,puso,ø,17,glose,Non, Non,2266,1,2,2,2,0,2,2,NA,,2266
2267,a,de,a,a,de,a,a,ø,17,glose,Non, Non,2267,2,1,2,2,1,2,2,NA,,2267
2268,sentençia,señia,sentençia,sentençia,sentençia,sentençia,sentencia,ø,17,glose,Non, Non,2268,2,1,2,2,2,2,2,NA,,2268
2269,sobre,sobredicha,sobredicha,sobredicha,sobre,sobredicha,sobredicha,ø,17,glose,Non, Non,2269,1,2,2,2,1,2,2,NA,,2269
2270,el,aquel,el,el,aquel,el,el,ø,17,glose,Non, Non,2270,2,1,2,2,1,2,2,NA,,2270
2271,demandarle,doña,demandarle,doña,ø,ø,demandarle,ø,17,glose,Non, Non,2271,2,1,2,1,0,0,2,NA,,2271
2272,esa,esa,esa,essa,ø,esta,esa,ø,17,glose,Non, Non,2272,1,1,1,3,0,2,1,NA,,2272
2273,dona,doña,doña,doña,doña,doña,doña,ø,17,glose,Non, Non,2273,2,1,1,1,1,1,1,NA,,2273
2274,terrnia,ternié,ternía,ternía,daría,terrnía,ternia,ø,17,glose,Oui, Non,2274,2,2,2,2,1,2,2,NA,,2274
2275,fuese,fuese,fuese,fuesse,fuese,fuese,fuese,ø,17,glose,Non, Non,2275,1,1,1,2,1,1,1,NA,,2275
2276,do,donde,do,do,do,do,do,ø,17,glose,Non, Non,2276,1,2,1,1,1,1,1,NA,,2276
2277,manera,manera,manera,manero,manera,manera,manera,ø,17,glose,Non, Non,2277,1,1,1,2,1,1,1,NA,,2277
2278,aser,ser,ser,ser,seer,ser,ser,ø,17,glose,Non, Non,2278,2,1,1,1,1,1,1,NA,,2278
2279,seruiendola,serviéndola,serviéndola,sirviéndola,serviéndola,serviéndola,seruiendola,ø,17,glose,Non, Non,2279,1,2,2,2,2,2,1,NA,,2279
2280,el,quel,el,el,el,quel,el,ø,17,glose,Non, Non,2280,1,2,1,1,1,2,1,NA,,2280
2281,a,a,a,en,a,en,a,ø,17,glose,Non, Non,2281,1,1,1,2,1,2,1,NA,,2281
2282,vinieronse,viniéronse,veniéronse,viniéronse,viniéronse,viniéronse,vinieron,ø,17,glose,Non, Non,2282,1,1,1,1,1,1,2,NA,,2282
2283,e,e,e,e,Menalao,e,e,ø,17,glose,Oui, Non,2283,2,2,2,2,1,2,2,NA,,2283
2284,ø,por,ø,ø,porque,ø,ø,ø,17,glose,Oui, Non,2284,0,2,0,0,1,0,0,NA,,2284
2285,ø,sobre,ø,ø,sobrella,ø,ø,ø,17,glose,Oui, Non,2285,0,1,0,0,2,0,0,NA,,2285
2286,ø,encomençaron,ø,ø,començaron,ø,ø,ø,17,glose,Oui, Non,2286,0,2,0,0,1,0,0,NA,,2286
2287,ø,afeytados,ø,ø,afeytado,ø,ø,ø,17,glose,Oui, Non,2287,0,2,0,0,1,0,0,NA,,2287
2288,ø,allí,ø,ø,así,ø,ø,ø,17,glose,Oui, Non,2288,0,2,0,0,1,0,0,NA,,2288
2289,ø,se,ø,ø,lo,ø,ø,ø,17,glose,Oui, Non,2289,0,2,0,0,1,0,0,NA,,2289
2290,ø,dezirle,ø,ø,dezir,ø,ø,ø,17,glose,Oui, Non,2290,0,1,0,0,2,0,0,NA,,2290
2291,ø,sy,ø,ø,sinon,ø,ø,ø,17,glose,Oui, Non,2291,0,1,0,0,2,0,0,NA,,2291
2292,ø,que,ø,ø,qual,ø,ø,ø,17,glose,Oui, Non,2292,0,2,0,0,1,0,0,NA,,2292
2293,ø,par,ø,ø,por,ø,ø,ø,17,glose,Oui, Non,2293,0,2,0,0,1,0,0,NA,,2293
2294,ø,mal,ø,ø,malbarato,ø,ø,ø,17,glose,Oui, Non,2294,0,2,0,0,1,0,0,NA,,2294
2295,ø,bravo,ø,ø,mejor,ø,ø,ø,17,glose,Oui, Non,2295,0,1,0,0,2,0,0,NA,,2295
2296,ø,padiesen,ø,ø,padesçiesen,ø,ø,ø,17,glose,Oui, Non,2296,0,1,0,0,2,0,0,NA,,2296
2297,ø,orón,ø,ø,oraçión,ø,ø,ø,17,glose,Oui, Non,2297,0,2,0,0,1,0,0,NA,,2297
2298,ø,por,ø,ø,porque,ø,ø,ø,17,glose,Oui, Non,2298,0,2,0,0,1,0,0,NA,,2298
2299,ø,quatro,ø,ø,quinientos,ø,ø,ø,17,glose,Oui, Non,2299,0,2,0,0,1,0,0,NA,,2299
2300,ø,saliéronlos,ø,ø,sallieron,ø,ø,ø,17,glose,Oui, Non,2300,0,1,0,0,2,0,0,NA,,2300
2301,ø,tomáronlos,ø,ø,matáronlos,ø,ø,ø,17,glose,Oui, Non,2301,0,1,0,0,2,0,0,NA,,2301
2302,ø,muró,ø,ø,murió,ø,ø,ø,17,glose,Oui, Non,2302,0,2,0,0,1,0,0,NA,,2302
2303,do,do,do,do,·,commo,que,ø,18,,Oui, Non,2303,4,4,4,4,1,2,3,NA,,2303
2304,son,son,son,son,son,deven,son,ø,18,,Non, Non,2304,1,1,1,1,1,2,1,NA,,2304
2305,delos,de,de,de,de,ø,de,ø,18,,Non, Non,2305,2,1,1,1,1,0,1,NA,,2305
2306,enemigos,engeños,ingenios,ingenios,engeños,conbatir,ingenios,ø,18,,Oui, Non,2306,3,1,1,1,1,2,1,NA,,2306
2307,lançan,lançan,lançan,lancan,lançan,ø,lançan,ø,18,,Non, Non,2307,1,1,1,2,1,0,1,NA,,2307
2308,piedras,piedras,piedras,piedras,piedras,fortalezas,piedras,ø,18,,Non, Non,2308,1,1,1,1,1,2,1,NA,,2308
2309,yonr,por,por,por,por,con,por,ø,18,,Non, Non,2309,3,1,1,1,1,2,1,NA,,2309
2310,los,los,las,los,las,engenios,los,ø,18,,Non, Non,2310,1,1,2,1,2,3,1,NA,,2310
2311,se,se,se,se,se,e,se,ø,18,,Non, Non,2311,1,1,1,1,1,2,1,NA,,2311
2312,puede,pueden,puede,puede,puede,con,puede,ø,18,,Non, Non,2312,3,1,3,3,3,2,3,NA,,2312
2313,conbatir,conbatir,conbatir,conbatir,conbatir,castillos,conbatir,ø,18,,Non, Non,2313,1,1,1,1,1,2,1,NA,,2313
2314,la,la,la,la,la,de,la,ø,18,,Non, Non,2314,1,1,1,1,1,2,1,NA,,2314
2315,cibdat,çibdat,çibdat,çibdat,çibdat,madera,cibdad,ø,18,,Non, Non,2315,2,2,2,2,2,1,2,NA,,2315
2316,ø,ø,ø,ø,En,A,ø,ø,18,traduction,Non, Non,2316,0,0,0,0,2,1,0,NA,,2316
2317,ø,ø,ø,ø,lynajes,lgunas,ø,ø,18,traduction,Non, Non,2317,0,0,0,0,1,2,0,NA,,2317
2318,e,o,e,e,o,o,e,ø,18,traduction,Non, Non,2318,2,1,2,2,1,1,2,NA,,2318
2319,peñas,peñas,peñas,peñas,peñas,penas,peñas,ø,18,traduction,Non, Non,2319,1,1,1,1,1,2,1,NA,,2319
2320,conteçe,contesçe,conteçe,conteçe,conteçe,contesçe,conteçe,ø,18,traduction,Non, Non,2320,1,2,1,1,1,2,1,NA,,2320
2321,vezes,vegadas,vezes,vezes,vegadas,vezes,vezes,ø,18,traduction,Non, Non,2321,2,1,2,2,1,2,2,NA,,2321
2322,este,este,este,este,su,este,este,ø,18,traduction,Non, Non,2322,2,2,2,2,1,2,2,NA,,2322
2323,e,o,e,e,o,e,e,ø,18,traduction,Non, Non,2323,2,1,2,2,1,2,2,NA,,2323
2324,e,e,e,e,o,e,e,ø,18,traduction,Non, Non,2324,2,2,2,2,1,2,2,NA,,2324
2325,de,de,de,de,de,e,de,ø,18,traduction,Non, Non,2325,1,1,1,1,1,2,1,NA,,2325
2326,do,Do,Do,Do,Do,do,do,ø,18,traduction,Non, Non,2326,2,1,1,1,1,2,2,NA,,2326
2327,ay,ay,ay,hay,son,ay,ay,ø,18,traduction,Non, Non,2327,2,2,2,2,1,2,2,NA,,2327
2328,bifas,ifas,bifas,biffas,bifas,bifas,bifas,ø,18,traduction,Non, Non,2328,2,3,2,1,2,2,2,NA,,2328
2329,tripançios,tripaçios,tripançios,tripançios,tripacos,trinpaçios,tripancios,ø,18,traduction,Non, Non,2329,3,1,3,3,4,2,3,NA,,2329
2330,destas,destas,destas,destas,de,destas,destas,ø,18,traduction,Non, Non,2330,2,2,2,2,1,2,2,NA,,2330
2331,tranche,trahe,tranche,tranche,trae,traen,tranche,ø,18,traduction,Oui, Non,2331,2,1,2,2,1,1,2,NA,,2331
2332,vezes,vezes,vezes,vezes,begadas,vezes,vezes,ø,18,traduction,Non, Non,2332,2,2,2,2,1,2,2,NA,,2332
2333,qual,qual,cual,qual,qual,qual,qual,ø,18,traduction,Non, Non,2333,1,1,2,1,1,1,1,NA,,2333
2334,faze,faze,faze,faze,faze,levanta,faze,ø,18,traduction,Non, Non,2334,1,1,1,1,1,2,1,NA,,2334
2335,conel,con,con,con,en,en,con,ø,18,traduction,Non, Non,2335,2,1,1,1,3,3,1,NA,,2335
2336,o,e,o,o,o,o,o,ø,18,traduction,Non, Non,2336,1,2,1,1,1,1,1,NA,,2336
2337,e,e,o,o,o,o,o,ø,18,traduction,Non, Non,2337,2,2,1,1,1,1,1,NA,,2337
2338,el,el,el,el,el,es,el,ø,18,traduction,Non, Non,2338,1,1,1,1,1,2,1,NA,,2338
2339,cuerpo,cuento,cuerpo,cuerpo,cuento,cuerpo,cuerpo,ø,18,traduction,Oui, Non,2339,2,1,2,2,1,2,2,NA,,2339
2340,conen̄l,con,en,con,en,con,con,ø,18,traduction,Non, Non,2340,2,1,3,1,3,1,1,NA,,2340
2341,cabo,cubo,cabo,cabo,cabo,cabo,cabo,ø,18,traduction,Non, Non,2341,1,2,1,1,1,1,1,NA,,2341
2342,e,Et,Et,E,e,Ca,E,ø,18,traduction,Non, Non,2342,1,3,3,1,1,2,1,NA,,2342
2343,donde,do,donde,donde,do,ø,donde,ø,18,traduction,Non, Non,2343,1,2,1,1,2,0,1,NA,,2343
2344,engenios,engeños,engenios,engeñeros,engeñeros,ø,ingenios,ø,18,traduction,Non, Non,2344,1,1,1,2,2,0,1,NA,,2344
2345,Ca,Ca,Et,Ca,Ca,e,Ca,ø,18,traduction,Non, Non,2345,2,2,3,2,2,1,2,NA,,2345
2346,lancan,lança,lança,lançan,ø,lança,lançan,ø,18,traduction,Non, Non,2346,3,1,1,2,0,1,2,NA,,2346
2347,diestro,diestro,diestro,diestro,ø,alto,diestro,ø,18,traduction,Oui, Non,2347,2,2,2,2,0,1,2,NA,,2347
2348,o,o,o,o,ø,deven,o,ø,18,traduction,Non, Non,2348,2,2,2,2,0,1,2,NA,,2348
2349,a,a,a,a,ø,alongar,a,ø,18,traduction,Non, Non,2349,1,1,1,1,0,2,1,NA,,2349
2350,siniestro,syniestro,siniestro,siniestro,ø,el,siniestro,ø,18,traduction,Non, Non,2350,2,2,2,2,0,1,2,NA,,2350
2351,tomar,tornar,tornar,tornar,ø,trabuquete,tornar,ø,18,traduction,Non, Non,2351,3,2,2,2,0,1,2,NA,,2351
2352,a,en,a,a,ø,de,a,ø,18,traduction,Non, Non,2352,1,3,1,1,0,2,1,NA,,2352
2353,do,do,ø,so,do,do,do,ø,18,traduction,Non, Non,2353,2,2,0,1,2,2,2,NA,,2353
2354,E,Et,ø,E,e,a,E,ø,18,traduction,Non, Non,2354,1,3,0,1,1,2,1,NA,,2354
2355,si,sy,ø,si,si,diestro,sy,ø,18,traduction,Non, Non,2355,1,1,0,1,1,2,1,NA,,2355
2356,lançan,lança,ø,lançan,lançan,o,lançan,ø,18,traduction,Non, Non,2356,3,1,0,3,3,2,3,NA,,2356
2357,muy,muy,ø,muy,muy,a,muy,ø,18,traduction,Non, Non,2357,2,2,0,2,2,1,2,NA,,2357
2358,al,alto,ø,alto,alto,syniestro,alto,ø,18,traduction,Non, Non,2358,1,2,0,2,2,3,2,NA,,2358
2359,deuen,deven,ø,deven,deven,dévenle,deuen,ø,18,traduction,Non, Non,2359,1,1,0,1,1,2,1,NA,,2359
2360,alongar,alongar,ø,alongar,alongar,tornar,alongar,ø,18,traduction,Oui, Non,2360,2,2,0,2,2,1,2,NA,,2360
2361,de,de,ø,de,de,a,de,ø,18,traduction,Non, Non,2361,2,2,0,2,2,1,2,NA,,2361
2362,lançar,alçar,lançar,alançar,lançar,alançar,lançar,ø,18,traduction,Non, Non,2362,2,1,2,3,2,3,2,NA,,2362
2363,aliuiar,aliviar,aliviar,aliviar,aliviar,alyviar,aliuiar,ø,18,traduction,Non, Non,2363,2,2,2,2,2,1,2,NA,,2363
2364,cierto,açierto,çierto,açierto,açierto,açierto,cierto,ø,18,traduction,Non, Non,2364,2,1,2,1,1,1,2,NA,,2364
2365,con,con,con,con,en,con,con,ø,18,traduction,Non, Non,2365,2,2,2,2,1,2,2,NA,,2365
2366,mas,e,mas,mas,e,mas,mas,ø,18,traduction,Non, Non,2366,2,1,2,2,1,2,2,NA,,2366
2367,,en,en,en,en,en,en,ø,18,traduction,Non, Non,2367,2,1,1,1,1,1,1,NA,,2367
2368,del,del,del,de,del,de,del,ø,18,traduction,Non, Non,2368,1,1,1,2,1,2,1,NA,,2368
2369,bifa,,bifa,biffa,bifa,biffa,bifa,ø,18,traduction,Non, Non,2369,1,2,1,1,1,1,1,NA,,2369
2370,maġera,maguera,maguera,maguera,ø,maguera,maguera,ø,18,traduction,Non, Non,2370,1,2,2,2,0,2,2,NA,,2370
2371,çierto,açierto,çierto,çierto,açierto,çierto,cierto,ø,18,traduction,Non, Non,2371,2,1,2,2,1,2,2,NA,,2371
2372,alançe,lançe,alançe,lançe,lanç,lançe,alançe,ø,18,traduction,Non, Non,2372,3,1,3,1,2,1,3,NA,,2372
2373,com̄o,commo,como,commo,commo,commo,como,ø,18,traduction,Non, Non,2373,1,2,3,2,2,2,3,NA,,2373
2374,bifa,bisa,bifa,biffa,bifa,biffa,bifa,ø,18,traduction,Non, Non,2374,1,2,1,1,1,1,1,NA,,2374
2375,del,de,del,del,del,del,del,ø,18,traduction,Non, Non,2375,1,2,1,1,1,1,1,NA,,2375
2376,es,llaman,es,es,llaman,es,es,ø,18,traduction,Non, Non,2376,2,1,2,2,1,2,2,NA,,2376
2377,tripaçion,tribaçio,tripançio,tripaçión,tribatio,trinpaçión,tripacion,ø,18,traduction,Non, Non,2377,5,6,1,5,2,4,3,NA,,2377
2378,con,con,con,con,en,con,con,ø,18,traduction,Non, Non,2378,2,2,2,2,1,2,2,NA,,2378
2379,mouible,movible,convenible,movible,movible,movible,mouible,ø,18,traduction,Oui, Non,2379,1,1,2,1,1,1,1,NA,,2379
